V2Codes,Description
ff2K.,FemSeven 50 patch
ff2F.,Menorest 50micrograms patch
ff2O.,Progynova TS 50 50micrograms patch
ff2p.,Estradiol 75micrograms patch
ff9B.,Dermestril-Septem 75micrograms patch
ff97.,Estraderm MX 75 patch
ff9J.,Estradot 75micrograms patch
ff2n.,Evorel 75 patch
ff93.,FemSeven 75 patch
ff2G.,Menorest 75micrograms patch
ff2B.,Estradiol 80micrograms patch
ff92.,Elleste-Solo MX 80 patch
ff2A.,Fematrix 80 patch
ff2s.,Estradiol 100micrograms patch
ff2W.,Dermestril 100 patch
ff2S.,Estraderm MX 100 patch
ff2b.,Estraderm TTS 100micrograms patch
ff9K.,Estradot 100micrograms patch
ff2o.,Evorel 100 patch
ff94.,FemSeven 100 patch
ff2P.,Progynova TS 100 100micrograms patch
ff95.,Estradiol 0.06% gel
ff96.,Oestrogel 0.06% gel
ff2X.,Estradiol 0.5mg/dose gel
ff2Z.,Sandrena 0.5mg gel
ff2Y.,Estradiol 1mg/dose gel
ff91.,Sandrena 1mg gel
ff9z.,Estradiol hemihydrate 150micrograms nasal spray
ff9C.,Aerodiol 150micrograms nasal spray
ff2D.,Oestradiol 1.25g/dose gel
ff2C.,Oestrogel 1.25g gel
ff2w.,Oestradiol 1mg/1mL injection
ff24.,Benztrone 1mg/1mL injection
ff2x.,Oestradiol benzoate 5mg/1mL injection
ff25.,Benztrone 5mg/1mL injection
ff9..,More estradiol 1
ff9M.,VAGIFEM 10micrograms vaginal tablets
ff9x.,ESTRADIOL 10micrograms vaginal tablets
g35..,Estradiol [gynae]
x02M8,Estriol product
ff3z.,Oestriol 250micrograms tablet
ff31.,Ovestin 250micrograms tablet
ff33.,Estriol 1mg tablet
ff32.,Ovestin 1mg tablet
x025v,Estriol 500micrograms pessary
x025s,Ortho-Gynest 500micrograms pessary
g331.,Ortho-Gynest 500micrograms pessaries x15
g334.,Estriol 500micrograms pessaries x15
x00gH,Estriol 0.01% vaginal cream
x025u,Ortho-Gynest 0.01% vaginal cream
g333.,Ortho-Gynest cream 78g
g335.,Estriol 0.01% cream 78g
x025w,Estriol 0.1% vaginal cream
x025t,Ovestin 0.1% vaginal cream
g332.,Ovestin 0.1% vaginal cream 15g
g33z.,Estriol 0.1% vaginal cream 15g
ff3..,Estriol [endocrine]
g33..,Estriol [gynaecological use]
g336.,GYNEST 0.01% vaginal cream 80g
g33y.,ESTRIOL 0.01% vaginal cream
ff...,Oestrogens
x01M0,Oestrogen product
g32..,Dienestrol
x00G5,Dienoestrol 0.01% cream
x00HB,Ortho-Dienoestrol 0.01% cream
g322.,Ortho-Dienoestrol 0.01% cream 78g
g32z.,Dienoestrol 0.01% cream 78g
g321.,Hormofemin 0.025% cream
x02M7,Ethinylestradiol product
ff11.,Ethinylestradiol 10micrograms tablet
ff14.,Ethinylestradiol 20micrograms tablet
ff12.,Ethinylestradiol 50micrograms tablet
ff13.,Ethinylestradiol 1mg tablet
ff1..,Ethinylestradiol [endocrine]
hb1..,Ethinylestradiol [malignancy]
x01M1,Fosfestrol
hb2y.,Fosfestrol tetrasodium 100mg tablet
hb21.,Honvan 100mg tablet
hb2w.,Fosfestrol tetrasodium 120mg tablet
hb24.,Honvan 120mg tablet
hb2x.,Fosfestrol tetrasodium 300mg/5mL injection
hb23.,Honvan 300mg/5mL injection
hb2z.,Fosfestrol tetrasodium 276mg/5mL injection
hb22.,Honvan 276mg/5mL injection
hb2..,Fosfestrol tetrasodium
x01M2,Mestranol product
fh13.,Syntex Menophase tablet
g9...,Mestranol [combined oral contraceptive]
x02M9,Conjugated oestrogens
ff4x.,Conjugated oestrogens 625micrograms tablet
ff41.,Premarin 625micrograms tablet
ff4y.,Conjugated oestrogens 1.25mg tablet
ff42.,Premarin 1.25mg tablet
ff4z.,Conjugated oestrogens 2.5mg tablet
ff43.,Premarin 2.5mg tablet
ff4w.,CONJUGATED OESTROGENS 300micrograms tablets
ff44.,PREMARIN 300micrograms tablets
g312.,Conjugated oestrogens 625micrograms/g vaginal cream
g311.,Premarin vaginal cream
g31..,Conjug oestrogen [topical vaginal use]
ff4..,Conjugated oestrogens [endocrine use]
ff5..,Piperazine estrone sulphate
ff5z.,Piperazine estrone sulphate 1.5mg tablet
ff51.,Harmogen 1.5mg tablet
hb3..,Polyestradiol phosphate
hb3y.,Polyestradiol phosphate 40mg injection (pdr for recon)+diluent
hb31.,Estradurin 40mg injection (pdr for recon)+diluent
hb3z.,Polyestradiol phosphate 80mg injection (pdr for recon)+diluent
hb32.,Estradurin 80mg injection (pdr for recon)+diluent
ff6..,Quinestradol
ff6y.,Quinestradol 250micrograms tablet
ff61.,Pentovis 250micrograms tablet
ff7..,Quinestrol
ff7z.,Quinestrol 4mg tablet
ff71.,Estrovis 4mg tablet
x02MK,Diethylstilbestrol
hb41.,Diethylstilbestrol 1mg tablet
hb43.,Apstil 1mg tablet
hb42.,Diethylstilbestrol 5mg tablet
hb44.,Apstil 5mg tablet
g341.,Diethylstilbestrol+lactic acid 500micrograms/5% pessary
g342.,Tampovagan pessary
g34..,Diethylstilbestrol [gynaecological use]
7G2A4,Hormone implant - oestrogen
66UC.,HRT: combined oestrogen/progestogen
fh1w.,Conjugated oestrogens 0.625mg / medroxyprogesterone acetate 5mg tablet
fh1k.,Premique 0.625mg/5mg tablet
fh1u.,Conjugated oestrogens 0.3mg / medroxyprogesterone acetate 1.5mg tablet
fh1v.,Premique Low Dose 0.3mg/1.5mg tablet
ff2..,ESTRADIOL
g35..,Estradiol (gynae)
ff8..,Tibolone
ff81.,Tibolone 2.5mg tablets
ff82.,Livial 2.5 mg tablets x28
ff83.,Livial 2.5 mg tablets x84
