ProdCodeId,Description
2217141000033118,dermestril - septem 75 patches (kyowa kirin ltd)
2261641000033115,co-cyprindiol 2000microgram/35microgram tablets
2289141000033111,oestradiol hemihydrate nasal spray 150 micrograms/metered spray
2289241000033116,aerodiol 150micrograms/dose nasal spray (servier laboratories ltd)
2484341000033114,*oestriol tablets
2484441000033115,*oestriol granules
2484541000033119,*oestriol liquid
2484641000033118,*oestriol powder
2484741000033110,*oestriol pills (sucrose)
2602241000033110,oestradiol acetate vaginal ring 50 micrograms/24 hours (1.25 mg ring)
2602341000033117,menoring 50 vaginal ring (galen ltd)
260341000033119,cilest 35microgram/250microgram tablets (janssen-cilag ltd)
2731641000033115,yasmin tablets (bayer plc)
2739341000033112,progynova ts 50micrograms/24hours transdermal patches (bayer plc)
2739441000033118,progynova ts 100micrograms/24hours transdermal patches (bayer plc)
2846541000033110,femseven conti patches (theramex hq uk ltd)
285441000033116,climesse tablets (novartis pharmaceuticals uk ltd)
287741000033116,climaval 1mg tablets (novartis pharmaceuticals uk ltd)
287841000033114,climaval 2mg tablets (novartis pharmaceuticals uk ltd)
2922841000033115,evra transdermal patches (janssen-cilag ltd)
2950941000033111,femtab 1mg tablets (merck serono ltd)
2951041000033118,femtab 2mg tablets (merck serono ltd)
2951241000033114,femtab continuous tablets (merck serono ltd)
3015141000033113,ethinyloestradiol tablets 2 micrograms
3076041000033112,premique low dose 0.3mg/1.5mg modified-release tablets (pfizer ltd)
3090041000033118,ethinylestradiol 10microgram tablets
3090141000033119,ethinylestradiol 50microgram tablets
3090241000033114,ethinylestradiol 1mg tablets
3090341000033116,ethinylestradiol 2microgram tablets
3097641000033113,estradiol 0.06% gel (750microgram per actuation)
3097741000033116,estradiol 100mg implant
3097841000033114,estradiol 25mg implant
3097941000033118,estradiol 50mg implant
3098041000033115,estradiol 1mg tablets
3098141000033116,estradiol 2mg tablets
3098341000033118,estradiol 100micrograms/24hours transdermal patches
3098441000033112,estradiol 25micrograms/24hours transdermal patches
3098541000033113,estradiol 40micrograms/24hours transdermal patches
3098641000033114,estradiol 50micrograms/24hours transdermal patches
3098741000033117,estradiol 75micrograms/24hours transdermal patches
3098841000033110,estradiol 80micrograms/24hours transdermal patches
3099041000033111,estradiol transdermal patches (7 days) 100 micrograms/24 hrs
3099141000033110,estradiol transdermal patches (7 days) 50 micrograms/24 hrs
3099241000033115,estradiol transdermal patches (7 days) 75 micrograms/24 hrs
3099341000033113,estradiol 25microgram pessaries
3099441000033119,estradiol acetate 1.25mg vaginal ring
3099541000033118,estradiol 1mg gel sachets
3099641000033117,estradiol 500microgram gel sachets
3099741000033114,estradiol 150micrograms/dose nasal spray
3099841000033116,estradiol 7.5micrograms/24hours vaginal delivery system
3099941000033112,estradiol valerate 1mg tablets
3100041000033111,estradiol valerate 2mg tablets
3100441000033119,estriol 1mg tablets
3100541000033118,estriol 0.1% cream
3100741000033114,estriol 0.01% cream with applicator
3100841000033116,estriol 500microgram pessaries
3101741000033116,*estriol granules
3101841000033114,*estriol liquid
3102041000033112,*estriol pills (sucrose)
3102141000033111,*estriol powder
3102241000033116,*estriol tablets
3159641000033119,acnocin 2000microgram/35microgram tablets (sandoz ltd)
3191541000033110,estradiol valerate 2mg / norethisterone 700microgram tablets
3191741000033119,estradiol 2mg / norethisterone acetate 1mg tablets
3191841000033112,estradiol 50micrograms/24hours / norethisterone 170micrograms/24hours transdermal patches
3191941000033116,estradiol 50micrograms/24hours transdermal patches and norethisterone 1mg tablets
3192041000033110,estradiol 40micrograms/24hours transdermal patches and dydrogesterone 10mg tablets
3192141000033114,estradiol 80micrograms/24hours transdermal patches and dydrogesterone 10mg tablets
3192241000033119,estradiol 1mg / dydrogesterone 5mg tablets
3192341000033112,estradiol valerate 1mg / medroxyprogesterone 2.5mg tablets
3192441000033118,estradiol valerate 1mg / medroxyprogesterone 5mg tablets
3192541000033117,estradiol valerate 2mg / medroxyprogesterone 5mg tablets
3192641000033116,estradiol 1mg / norethisterone acetate 500microgram tablets
3192741000033113,conjugated oestrogens 625microgram / medroxyprogesterone 5mg tablets
3192841000033115,conjugated oestrogens 300microgram / medroxyprogesterone 1.5mg modified-release tablets
3192941000033111,conjugated oestrogens 625microgram tablets and norgestrel 150microgram tablets
3193041000033118,conjugated oestrogens 1.25mg tablets and norgestrel 150microgram tablets
3193141000033119,ethinylestradiol 35microgram / norethisterone 500microgram tablets
3193241000033114,ethinylestradiol 35microgram / norgestimate 250microgram tablets
3193441000033110,levonorgestrel 250microgram / ethinylestradiol 30microgram tablets
3193541000033111,ethinylestradiol 30microgram / gestodene 75microgram tablets
3193641000033112,ethinylestradiol 20microgram / norethisterone acetate 1mg tablets
3193741000033115,ethinylestradiol 30microgram / norethisterone acetate 1.5mg tablets
3193841000033113,ethinylestradiol 30microgram / desogestrel 150microgram tablets
3193941000033117,ethinylestradiol 20microgram / desogestrel 150microgram tablets
3194041000033115,ethinylestradiol 30microgram / levonorgestrel 150microgram tablets
3194141000033116,ethinylestradiol 35microgram / norethisterone 1mg tablets
3194341000033118,ethinylestradiol 30microgram / drospirenone 3mg tablets
3194541000033113,ethinylestradiol 20microgram / gestodene 75microgram tablets
3194641000033114,estradiol 50micrograms/24hours / levonorgestrel 7micrograms/24hours transdermal patches
3194741000033117,ethinylestradiol 33.9micrograms/24hours / norelgestromin 203micrograms/24hours transdermal patches
3225741000033112,estradiol 37.5micrograms/24hours transdermal patches
3225841000033119,estradot 25micrograms/24hours patches (novartis pharmaceuticals uk ltd)
3225941000033110,estradot 37.5micrograms/24hours patches (novartis pharmaceuticals uk ltd)
3226041000033117,estradot 50micrograms/24hours patches (novartis pharmaceuticals uk ltd)
3226141000033118,estradot 75micrograms/24hours patches (novartis pharmaceuticals uk ltd)
3226241000033113,estradot 100micrograms/24hours patches (novartis pharmaceuticals uk ltd)
3269341000033115,diva 2000/35 tablets (zeroderma ltd)
3290541000033119,estradiol 1mg / drospirenone 2mg tablets
3290641000033118,angeliq 1mg/2mg tablets (bayer plc)
374341000033111,conjugated oestrogens 1.25mg tablets
374441000033117,conjugated oestrogens 625microgram tablets
3855841000033111,cicafem 2000/35 tablets (galen ltd)
3908341000033113,bedol 2mg tablets (resource medical uk ltd)
3939841000033119,clairette 2000/35 tablets (stragen uk ltd)
4118041000033114,conjugated oestrogens 300microgram tablets
4118141000033113,premarin 0.3mg tablets (pfizer ltd)
4201241000033111,sunya 20/75 tablets (stragen uk ltd)
4201341000033118,katya 30/75 tablets (stragen uk ltd)
432341000033111,dermestril 100 patches (kyowa kirin ltd)
432441000033117,dermestril 25 patches (kyowa kirin ltd)
432541000033116,dermestril 50 patches (kyowa kirin ltd)
470941000033111,dianette tablets (bayer plc)
4913641000033111,nuvaring 0.12mg/0.015mg per day vaginal delivery system (merck sharp & dohme ltd)
508041000033110,elleste solo 1mg tablets (mylan)
508141000033114,elleste solo 2mg tablets (mylan)
508441000033118,elleste duet conti tablets (mylan)
509141000033115,elleste solo mx 40 transdermal patches (mylan)
509241000033110,elleste solo mx 80 transdermal patches (mylan)
5401341000033114,gynest 0.01% cream with applicator (marlborough pharmaceuticals ltd)
5414341000033114,levest 150/30 tablets (morningside healthcare ltd)
545241000033118,estraderm tts 100 patches (novartis pharmaceuticals uk ltd)
545341000033111,estraderm tts 25 patches (novartis pharmaceuticals uk ltd)
545441000033117,estraderm tts 50 patches (novartis pharmaceuticals uk ltd)
546441000033114,estrapak 50 (novartis pharmaceuticals uk ltd)
546541000033110,estraderm mx 100 patches (norgine pharmaceuticals ltd)
546641000033111,estraderm mx 25 patches (norgine pharmaceuticals ltd)
546741000033119,estraderm mx 50 patches (norgine pharmaceuticals ltd)
546841000033112,estring 7.5micrograms/24hours vaginal delivery system (pfizer ltd)
5474441000033112,yaz tablets (imported (united states))
549541000033119,ethinyloestradiol tablets 10 micrograms
549941000033113,ethinyloestradiol tablets 50 micrograms
550641000033110,ethinyloestradiol tablets 1 mg
550741000033118,ethinyloestradiol tablets 20 micrograms
556741000033116,eugynon 30 tablets (schering health care ltd)
556841000033114,eugynon 50 tablets (schering health care ltd)
557941000033116,evorel pak (janssen-cilag ltd)
558541000033111,evorel 50 patches (theramex hq uk ltd)
558641000033112,evorel 100 patches (theramex hq uk ltd)
558741000033115,evorel 25 patches (theramex hq uk ltd)
558841000033113,evorel 75 patches (theramex hq uk ltd)
559041000033114,evorel conti patches (theramex hq uk ltd)
572441000033114,femapak 80 (abbott healthcare products ltd)
572541000033110,femapak 40 (abbott healthcare products ltd)
5726541000033113,vaginal applicator type 1
574741000033110,femodene tablets (bayer plc)
575341000033110,fematrix 80 patches (abbott healthcare products ltd)
575441000033116,femseven 50 patches (theramex hq uk ltd)
575541000033115,fematrix 40 patches (abbott healthcare products ltd)
575641000033119,femseven 100 patches (theramex hq uk ltd)
575741000033111,femseven 75 patches (theramex hq uk ltd)
5820441000033112,gedarel 30microgram/150microgram tablets (consilient health ltd)
5820841000033110,gedarel 20microgram/150microgram tablets (consilient health ltd)
5821441000033115,millinette 30microgram/75microgram tablets (consilient health ltd)
5822441000033111,millinette 20microgram/75microgram tablets (consilient health ltd)
5824341000033111,rigevidon tablets (consilient health ltd)
6002841000033118,estradiol 10microgram pessaries
6002941000033114,vagifem 10microgram vaginal tablets (novo nordisk ltd)
6116641000033112,elevin 150microgram/30microgram tablets (medrx licences ltd)
709541000033113,hormonin tablets (advanz pharma)
805541000033114,kliofem tablets (novo nordisk ltd)
8129141000033112,estradiol 500micrograms / dydrogesterone 2.5mg tablets
8129241000033117,femoston-conti 0.5mg/2.5mg tablets (mylan)
8248441000033114,cimizt 30microgram/150microgram tablets (morningside healthcare ltd)
8348341000033114,estradiol 1.5mg / nomegestrol 2.5mg tablets
8348441000033115,zoely 2.5mg/1.5mg tablets (theramex hq uk ltd)
838241000033112,livial 2.5mg tablets (merck sharp & dohme ltd)
8494041000033118,lizinna 250microgram/35microgram tablets (morningside healthcare ltd)
850041000033115,loestrin 20 tablets (galen ltd)
852341000033117,loestrin 30 tablets (galen ltd)
868441000033118,marvelon tablets (merck sharp & dohme ltd)
8947241000033111,lucette 0.03mg/3mg tablets (consilient health ltd)
905141000033112,mercilon 150microgram/20microgram tablets (merck sharp & dohme ltd)
905341000033110,menorest 37.5 patches (novartis pharmaceuticals uk ltd)
905441000033116,menorest 50 patches (novartis pharmaceuticals uk ltd)
905541000033115,menorest 75 patches (novartis pharmaceuticals uk ltd)
917941000033116,microgynon 30 tablets (bayer plc)
921441000033113,minulet tablets (wyeth pharmaceuticals)
9220441000033113,acondro 0.03mg/3mg tablets (mylan)
9295641000033113,lestramyl 20microgram/150microgram tablets (mylan)
9295741000033116,lestramyl 30microgram/150microgram tablets (mylan)
9301341000033113,alenvona 150microgram/30microgram tablets (teva uk ltd)
9301641000033117,cleosensa 0.03mg/3mg tablets (actavis uk ltd)
9302141000033119,erlibelle 30microgram/150microgram tablets (actavis uk ltd)
9307041000033115,aidulan 20microgram/75microgram tablets (lupin healthcare (uk) ltd)
9307141000033116,aidulan 30microgram/75microgram tablets (lupin healthcare (uk) ltd)
9307341000033118,maexeni 150microgram/30microgram tablets (lupin healthcare (uk) ltd)
9309141000033111,munalea 150microgram/20microgram tablets (lupin healthcare (uk) ltd)
9309241000033116,munalea 150microgram/30microgram tablets (lupin healthcare (uk) ltd)
9808541000033112,dretine 0.03mg/3mg tablets (theramex hq uk ltd)
9808841000033114,alenini 150microgram/20microgram tablets (actavis uk ltd)
987241000033111,noriday 350microgram tablets (pfizer ltd)
987341000033118,norimin 1mg/35microgram tablets (pfizer ltd)
989041000033112,norinyl-1 tablets (pfizer ltd)
999441000033116,oestradiol implant 100 mg
999541000033115,oestradiol implant 25 mg
999641000033119,oestradiol implant 50 mg
999741000033111,oestradiol benzoate injection 1 mg/ml
999841000033118,oestradiol benzoate injection 5 mg/ml
