ProdCodeId,Description
3870441000033117,metoject 20mg/2ml solution for injection pre-filled syringes (medac uk)
3870541000033116,metoject 25mg/2.5ml solution for injection pre-filled syringes (medac uk)
3906941000033111,methotrexate 15mg/0.6ml solution for injection pre-filled syringes
4020841000033119,methotrexate 12.5mg/0.5ml solution for injection pre-filled syringes
5078841000033112,methotrexate 7.5mg/0.15ml solution for injection pre-filled syringes
5079041000033113,methotrexate 10mg/0.2ml solution for injection pre-filled syringes
5079141000033112,methotrexate 15mg/0.3ml solution for injection pre-filled syringes
5079241000033117,methotrexate 20mg/0.4ml solution for injection pre-filled syringes
5079341000033110,methotrexate 25mg/0.5ml solution for injection pre-filled syringes
5079641000033119,metoject 7.5mg/0.15ml solution for injection pre-filled syringes (medac uk)
5079741000033111,metoject 10mg/0.2ml solution for injection pre-filled syringes (medac uk)
5079941000033114,metoject 15mg/0.3ml solution for injection pre-filled syringes (medac uk)
5080041000033113,metoject 20mg/0.4ml solution for injection pre-filled syringes (medac uk)
5080141000033112,metoject 25mg/0.5ml solution for injection pre-filled syringes (medac uk)
6037041000033116,methotrexate 30mg/0.6ml solution for injection pre-filled syringes
6037141000033117,metoject 30mg/0.6ml solution for injection pre-filled syringes (medac uk)
6071841000033115,methotrexate 17.5mg/0.7ml solution for injection pre-filled syringes
6377141000033119,metoject 12.5mg/0.25ml solution for injection pre-filled syringes (medac uk)
6377241000033114,metoject 17.5mg/0.35ml solution for injection pre-filled syringes (medac uk)
6377341000033116,metoject 22.5mg/0.45ml solution for injection pre-filled syringes (medac uk)
6377441000033110,metoject 27.5mg/0.55ml solution for injection pre-filled syringes (medac uk)
6380841000033115,methotrexate 12.5mg/0.25ml solution for injection pre-filled syringes
6380941000033111,methotrexate 17.5mg/0.35ml solution for injection pre-filled syringes
6381041000033118,methotrexate 22.5mg/0.45ml solution for injection pre-filled syringes
6381141000033119,methotrexate 27.5mg/0.55ml solution for injection pre-filled syringes
6526241000033113,ebetrex 10mg/1ml solution for injection pre-filled syringes (sandoz ltd)
6526341000033115,ebetrex 15mg/1.5ml solution for injection pre-filled syringes (sandoz ltd)
6526441000033114,ebetrex 7.5mg/0.75ml solution for injection pre-filled syringes (sandoz ltd)
6526541000033110,methotrexate 20mg/1ml solution for injection pre-filled syringes
6526641000033111,methotrexate 25mg/1.25ml solution for injection pre-filled syringes
6526741000033119,methotrexate 30mg/1.5ml solution for injection pre-filled syringes
6526841000033112,ebetrex 20mg/1ml solution for injection pre-filled syringes (sandoz ltd)
6526941000033116,ebetrex 25mg/1.25ml solution for injection pre-filled syringes (sandoz ltd)
6527041000033115,ebetrex 30mg/1.5ml solution for injection pre-filled syringes (sandoz ltd)
8112741000033111,methotrexate 20mg/0.8ml solution for injection pre-filled syringes
860741000033110,maxtrex injection 2.5 mg
860841000033117,maxtrex injection 25 mg
870241000033113,maxtrex 10mg tablets (pfizer ltd)
870341000033115,maxtrex 2.5mg tablets (pfizer ltd)
878841000033114,methotrexate 1g/40ml solution for injection vials
878941000033118,methotrexate injection 100 mg/4 ml
879041000033110,methotrexate 200mg/8ml solution for injection vials
879141000033114,methotrexate 5g/200ml solution for infusion vials
879241000033119,methotrexate 5mg/2ml solution for injection vials
879341000033112,methotrexate 50mg/2ml solution for injection vials
879441000033118,methotrexate 500mg/20ml solution for injection vials
884741000033118,methotrexate injection 2.5 mg/1 ml
884841000033111,methotrexate injection 25 mg/1 ml
884941000033115,methotrexate injection 500 mg/vial
900241000033114,methotrexate 2.5mg tablets
902541000033110,methotrexate 10mg tablets
904041000033112,methotrexate tablets 25 mg
9290641000033115,methotrexate 7.5mg/0.15ml solution for injection pre-filled disposable devices
9290741000033112,methotrexate 10mg/0.2ml solution for injection pre-filled disposable devices
9290841000033119,methotrexate 12.5mg/0.25ml solution for injection pre-filled disposable devices
9290941000033110,methotrexate 15mg/0.3ml solution for injection pre-filled disposable devices
9291041000033117,methotrexate 17.5mg/0.35ml solution for injection pre-filled disposable devices
9291141000033118,methotrexate 20mg/0.4ml solution for injection pre-filled disposable devices
9291241000033113,methotrexate 22.5mg/0.45ml solution for injection pre-filled disposable devices
9291341000033115,methotrexate 25mg/0.5ml solution for injection pre-filled disposable devices
9291441000033114,methotrexate 27.5mg/0.55ml solution for injection pre-filled disposable devices
9291541000033110,methotrexate 30mg/0.6ml solution for injection pre-filled disposable devices
9291641000033111,metoject pen 7.5mg/0.15ml solution for injection pre-filled pens (medac uk)
9291741000033119,metoject pen 10mg/0.2ml solution for injection pre-filled pens (medac uk)
9291841000033112,metoject pen 12.5mg/0.25ml solution for injection pre-filled pens (medac uk)
9291941000033116,metoject pen 15mg/0.3ml solution for injection pre-filled pens (medac uk)
9292041000033110,metoject pen 17.5mg/0.35ml solution for injection pre-filled pens (medac uk)
9292141000033114,metoject pen 20mg/0.4ml solution for injection pre-filled pens (medac uk)
9292241000033119,metoject pen 22.5mg/0.45ml solution for injection pre-filled pens (medac uk)
9292341000033112,metoject pen 25mg/0.5ml solution for injection pre-filled pens (medac uk)
9292441000033118,metoject pen 27.5mg/0.55ml solution for injection pre-filled pens (medac uk)
9292541000033117,metoject pen 30mg/0.6ml solution for injection pre-filled pens (medac uk)
