SNOMEDCTCodes,Description
33697008,Geriatric counseling (procedure)
310359007,Prognosis counseling (procedure)
171001002,Counseling about benefits (procedure)
313084001,Redundancy counseling (procedure)
171004005,Retirement counseling (procedure)
313083007,Unemployment counseling (procedure)
171002009,Vocational counseling (procedure)
1103851000000109,Counselling offered (situation)
185490001,In-house counseling (procedure)
247181000000106,In-house counselling discharge (procedure)
247171000000109,In-house counselling first appointment (procedure)
247191000000108,In-house counselling follow-up appointment (procedure)
129441002,Counseling - action (qualifier value)
439495000,Counseling declined (situation)
19260001000004109,Abuse counseling for non-offending parent (situation)
19270001000004103,Abuse counseling for offending parent (situation)
170986003,Patient counseled (situation)
268532004,Person counseled by (situation)
170997003,Counseled by counselor (situation)
170992009,Counseled by doctor (situation)
276497001,Counseled by member of primary health care team (situation)
170995006,Counseled by midwife (situation)
170993004,Counseled by nurse (situation)
170996007,Counseled by social worker (situation)
170998008,Counseled by voluntary worker (situation)
1052641000000102,Counselled by health visitor (situation)
306225008,Referral to counseling service (procedure)
385720006,Patient counseling management (procedure)
306227000,Referral for mental health counseling (procedure)
1239851000000103,Referral to debt counselling service (procedure)
306226009,Referral to mental health counseling service (procedure)
385719000,Patient counseling education (procedure)
439853000,Consent given for counseling (finding)
440611006,Home visit for marriage counseling (procedure)
166871000000108,Date children offered counselling (observable entity)
527961000000108,Counselling about alcohol by other agency (procedure)
1037431000000105,Recommendation to self-refer for counselling (procedure)
1104491000000102,Signposting to family support counselling (procedure)
1104501000000108,Signposting to counselling (procedure)
1109931000000108,Signposting to general practice based counselling (procedure)
171022008,Psychological counseling (procedure)
313087008,Counseling for anxiety (procedure)
225421002,Counseling for change in body image (procedure)
313086004,Counseling for self-esteem (procedure)
698505007,Counseling for trauma (procedure)
445428001,Person centered counseling (procedure)
171023003,Psychosexual counseling (procedure)
737365009,Counseling about sexual attitude (procedure)
313079007,Counseling for homosexuality (procedure)
243066006,Counseling for sexual dysfunction (procedure)
737302009,Counseling related to sexuality (procedure)
66800001,Counseling by physiotherapist (procedure)
315600006,Counseling for stress (procedure)
10383002,Counseling for termination of pregnancy (procedure)
225326008,Counseling following termination of pregnancy (procedure)
225327004,Counseling prior to the termination of pregnancy (procedure)
440215007,Counseling for unwanted pregnancy (procedure)
313073008,Counseling of crime victim (procedure)
410273004,"Behavior modification education, guidance, and counseling (procedure)"
762449006,Behavioral counseling (procedure)
422649009,"Community outreach worker services education, guidance, and counseling (procedure)"
410282005,"Coping skills education, guidance, and counseling (procedure)"
410304007,"Relaxation/breathing techniques education, guidance, and counseling (procedure)"
171014001,Medical counseling (procedure)
171000001,Social counseling (procedure)
313085000,Relationship counseling (procedure)
68168001,Marital counseling (procedure)
86515003,Premarital counseling (procedure)
313080005,Work-related counseling (procedure)
108226001,Specific patient counseling session (procedure)
698506008,Supportive counseling (procedure)
737375007,Group counseling (procedure)
311764000,Family counseling (procedure)
719111000000107,School counselling (qualifier value)
443913008,Counseling procedure with explicit context (situation)
19260001000004100,Abuse counseling for non-offending parent (situation)
19270001000004100,Abuse counseling for offending parent (situation)
359101000000103,Active listening offered (situation)
170978003,Counseling not wanted (situation)
170982001,Counseling of benefit (situation)
394890004,Counseling requested (situation)
170983006,Counseling of no benefit (situation)
1103851000000100,Counselling offered (situation)
170985004,Person counseled (situation)
170987007,Family counseled (situation)
170988002,Relative counseled (situation)
1104501000000100,Signposting to counselling (procedure)
1104491000000100,Signposting to family support counselling (procedure)
1109931000000100,Signposting to general practice based counselling (procedure)
410318000,"Support group education, guidance, and counseling (procedure)"
810891000000103,Referral to counselling assessment referral advice and throughcare drug service (procedure)
185288004,Seen by counselor (finding)
305622007,Seen by bereavement counselor (finding)
372501000000100,Seen by counsellor for alcohol misuse (finding)
305624008,Seen by marriage guidance counselor (finding)
305625009,Seen by mental health counselor (finding)
305918000,Referral by counselor (procedure)
305919008,Referral by bereavement counselor (procedure)
305922005,Referral by mental health counselor (procedure)
824191000000109,Liaison with counsellor (procedure)
305439002,Under care of counselor (finding)
305440000,Under care of bereavement counselor (finding)
305442008,Under care of marriage guidance counselor (finding)
305443003,Under care of mental health counselor (finding)
306383002,Discharge by counselor (procedure)
306385009,Discharge by bereavement counselor (procedure)
306387001,Discharge by marriage guidance counselor (procedure)
306388006,Discharge by mental health counselor (procedure)
