ProdCodeId,Description
2711041000033119,clobazam 5mg/5ml oral solution
2719441000033110,clonazepam 500micrograms/5ml oral solution
2722341000033116,clonazepam 500micrograms/5ml oral suspension
2752741000033119,clonazepam 2mg/5ml oral solution
275541000033114,"clonazepam injection 1mg/ml, 1 ml ampoule"
2762341000033113,diazepam 2mg/5ml oral solution
2762441000033119,diazepam 10mg/5ml oral suspension
286741000033118,clonazepam 500microgram tablets
286841000033111,clonazepam 2mg tablets
3033041000033117,diazepam 10mg/2ml emulsion for injection ampoules
3033141000033118,diazepam 10mg/2ml solution for injection ampoules
3135541000033116,clonazepam 5mg/5ml oral suspension
3157541000033114,clobazam 10mg/5ml oral suspension
3188341000033110,diazepam syrup 5 mg/5 ml
3246441000033111,klonopin 0.5mg oral lyophilisates (imported (united states))
3308041000033119,lorazepam 500micrograms/5ml oral suspension
3345241000033111,diazepam 2.5mg/5ml oral suspension
3923841000033119,lorazepam 1mg/5ml oral suspension
3979041000033112,diazepam 25mg/5ml oral solution
39841000033118,alupram tablets 10 mg
3993641000033114,diazepam 2mg/5ml oral suspension
39941000033114,alupram tablets 2 mg
40041000033119,alupram tablets 5 mg
41141000033110,alprazolam 250microgram tablets
41241000033115,alprazolam 500microgram tablets
438241000033115,diazepam capsules 2 mg
438341000033113,diazepam capsules 5 mg
4434141000033114,chlordiazepoxide 5mg/5ml oral suspension
443641000033112,diazepam elixir 2 mg/5 ml
446441000033119,diazemuls 10mg/2ml emulsion for injection ampoules (accord healthcare ltd)
446641000033117,diazepam injection 10 mg
446741000033114,diazepam injection 5 mg/ml
457741000033114,diazepam rectubes 10 mg
457841000033116,diazepam rectubes 5 mg
457941000033112,diazepam 10mg rectubes (wockhardt uk ltd)
458041000033110,diazepam 2.5mg rectubes (wockhardt uk ltd)
458141000033114,diazepam rectubes rectal tubes 20 mg
458241000033119,diazepam 5mg rectubes (wockhardt uk ltd)
458341000033112,diazepam 2.5mg/1.25ml rectal solution tube
458441000033118,diazepam rectal tubes 20 mg
458541000033117,diazepam 10mg/2.5ml rectal solution tube
458641000033116,diazepam 5mg/2.5ml rectal solution tube
460041000033115,diazepam 10mg suppositories
460741000033117,diazepam syrup 2 mg/5 ml
4663341000033118,lorazepam 250micrograms/5ml oral suspension
466741000033115,diazepam 10mg tablets
466841000033113,diazepam 2mg tablets
466941000033117,diazepam 5mg tablets
558241000033114,evacalm tablets 2 mg
558341000033116,evacalm tablets 5 mg
5748641000033110,diazepam 2mg/5ml oral solution sugar free
5892141000033113,clobazam 5mg/5ml oral suspension
5892241000033118,clobazam 10mg/5ml oral solution
5892341000033111,lorazepam 500micrograms/5ml oral solution
5892441000033117,lorazepam 1mg/5ml oral solution
5899541000033113,clobazam 1mg/5ml oral solution
5899641000033114,clobazam 1mg/5ml oral suspension
5899741000033117,clobazam 2.5mg/5ml oral solution
5899841000033110,clobazam 2.5mg/5ml oral suspension
5899941000033119,clobazam 25mg/5ml oral solution
5900041000033117,clobazam 25mg/5ml oral suspension
5901041000033114,clonazepam 12.5mg/5ml oral solution
5901141000033113,clonazepam 12.5mg/5ml oral suspension
5901241000033118,clonazepam 250micrograms/5ml oral solution
5901341000033111,clonazepam 250micrograms/5ml oral suspension
5991341000033113,clonazepam 2mg/5ml oral suspension
5991641000033117,diazepam 10mg/5ml oral solution
5991741000033114,diazepam 2.5mg/5ml oral solution
6031941000033113,xanax tablets 1 mg
609541000033119,frisium 10mg tablets (sanofi)
6360941000033113,clobazam 2mg/5ml oral suspension
6361041000033115,clobazam 2mg/5ml oral solution
6529041000033112,clonazepam 2mg/5ml oral solution sugar free
6529741000033110,clonazepam 500micrograms/5ml oral solution sugar free
662141000033118,halcion tablets 0.125 mg
662241000033113,halcion tablets 0.25 mg
8262841000033115,clobazam 5mg/5ml oral suspension sugar free
8262941000033111,clobazam 10mg/5ml oral suspension sugar free
8263041000033118,tapclob 5mg/5ml oral suspension (martindale pharmaceuticals ltd)
8263141000033119,tapclob 10mg/5ml oral suspension (martindale pharmaceuticals ltd)
827841000033112,librium 10mg capsules (mylan)
827941000033116,librium 5mg capsules (mylan)
835041000033114,librium tablets 10 mg
835141000033113,librium tablets 25 mg
835241000033118,librium tablets 5 mg
844141000033111,lorazepam 4mg/1ml solution for injection ampoules
851141000033111,lorazepam 1mg tablets
851241000033116,lorazepam 2.5mg tablets
8870741000033111,clonazepam 2.5mg/ml drops
88941000033110,ativan 4mg/1ml solution for injection ampoules (pfizer ltd)
901841000033115,meprobamate tablets 200 mg
901941000033111,meprobamate 400mg tablets
91241000033114,atensine tablets 10 mg
91341000033116,atensine tablets 2 mg
91441000033110,atensine tablets 5 mg
91541000033111,ativan tablets 1 mg
91641000033112,ativan tablets 2.5 mg
978841000033115,normison capsules 10 mg
978941000033111,normison capsules 20 mg
