MedCodeID,Description
84551000006113,Type 2 diabetes mellitus with nephropathy
6951281000006117,Kidney disorder associated with type 2 diabetes mellitus
914031000006118,Renal disorder associated with type II diabetes mellitus
914271000006114,Type II diabetes mellitus with nephropathy
84981000006114,Type II diabetes mellitus with renal complications
84611000006113,Type 2 diabetes mellitus with renal complications
914221000006113,Type 2 diabetes mellitus with mononeuropathy
12331051000006112,Mononeuropathy with type 2 diabetes mellitus
12331061000006114,Mononeuropathy co-occurrent and due to type 2 diabetes mellitus
6954121000006112,Mononeuropathy associated with type II diabetes mellitus
84531000006118,Type 2 diabetes mellitus with mononeuropathy
12702401000006118,Mononeuropathy associated with type 2 diabetes mellitus
914231000006111,Type II diabetes mellitus with mononeuropathy
280521000006117,Non-insulin dependent diabetes mellitus with mononeuropathy
84901000006117,Mononeuropathy with type 2 diabetes mellitus
6959091000006114,Persistent microalbuminuria associated with type II diabetes mellitus
928561000006118,Persistent microalbuminuria associated with type 2 diabetes mellitus
928571000006113,Type II diabetes mellitus with persistent microalbuminuria
6959811000006110,Diabetes type 2 with cataract
12332101000006118,Cataract due to diabetes mellitus type 2
84871000006117,Cataract due to diabetes mellitus type 2
914301000006111,Type 2 diabetes mellitus with diabetic cataract
12332111000006115,Cataract co-occurrent and due to diabetes mellitus type 2
6959801000006112,Diabetic cataract associated with type II diabetes mellitus
914311000006114,Type II diabetes mellitus with diabetic cataract
12702391000006115,Diabetic cataract associated with type 2 diabetes mellitus
281161000006114,Non-insulin depend diabetes mellitus with diabetic cataract
84501000006114,Type 2 diabetes mellitus with diabetic cataract
616481000006119,"Diabetes mellitus, adult onset, + neurological manifestation"
280591000006115,Non-insulin-dependent diabetes mellitus with neuro comps
914081000006117,Type II diabetes mellitus with neurological complications
914071000006115,Neurologic disorder associated with type 2 diabetes mellitus
12704971000006113,Neurologic disorder associated with type 2 diabetes mellitus
84561000006110,Type 2 diabetes mellitus with neurological complications
6969921000006119,Neurologic disorder associated with type II diabetes mellitus
12702411000006115,Type II diabetes mellitus with neurological complications
12334131000006118,Neurological disorder co-occurrent and due to type 2 diabetes mellitus
12334141000006111,Neurological disorder with diabetes type 2
6969931000006116,Diabetes type 2 with neurological disorder
84931000006113,Neurological disorder with diabetes type 2
6975211000006112,Gangrene associated with type 2 diabetes mellitus
84881000006119,Type II diabetes mellitus with gangrene
6975221000006116,Gangrene associated with type II diabetes mellitus
84511000006112,Type 2 diabetes mellitus with gangrene
616561000006113,"Diabetes mellitus, adult with gangrene"
292583018,Type 2 diabetes mellitus with gangrene
292582011,Type II diabetes mellitus with gangrene
281211000006117,Gangrene associated with type 2 diabetes mellitus
616531000006116,"Diabetes mellitus, adult onset, with ketoacidosis"
928591000006114,Type II diabetes mellitus with ketoacidosis
928581000006111,Ketoacidosis in type 2 diabetes mellitus
6977421000006110,Ketoacidosis in type II diabetes mellitus
6977431000006113,Diabetes type 2 with ketoacidosis
12705011000006116,Exudative maculopathy associated with type 2 diabetes mellitus
938331000006118,Exudative maculopathy with type 2 diabetes mellitus
12335681000006111,Exudative maculopathy co-occurrent and due to type 2 diabetes mellitus
12489851000006117,Type II diabetes mellitus with exudative maculopathy
938321000006116,Exudative maculopathy associated with type 2 diabetes mellitus
12335671000006113,Exudative maculopathy with type 2 diabetes mellitus
6977971000006119,Exudative maculopathy associated with type II diabetes mellitus
6979251000006110,Diabetes mellitus type 2 with ketoacidotic coma
928611000006115,Ketoacidotic coma in type II diabetes mellitus
928601000006118,Ketoacidotic coma in type 2 diabetes mellitus
616541000006114,"Diabetes mellitus, adult onset, with ketoacidotic coma"
12704991000006114,Ketoacidotic coma in type 2 diabetes mellitus
6981621000006113,Persistent proteinuria associated with type II diabetes mellitus
928541000006117,Persistent proteinuria associated with type 2 diabetes mellitus
928551000006115,Type II diabetes mellitus with persistent proteinuria
616501000006112,Disorder due to type 2 diabetes mellitus
6982151000006118,Disorder due to type II diabetes mellitus
84621000006117,Type 2 diabetes mellitus with retinopathy
84991000006112,Type II diabetes mellitus with retinopathy
914161000006114,Type II diabetes mellitus with retinopathy
641581000006115,Non-insulin-dependent diabetes mellitus with retinopathy
6982521000006119,Diabetes type 2 with retinopathy
12704981000006111,Diabetic retinopathy associated with type 2 diabetes mellitus
12336531000006116,Retinopathy with type 2 diabetes mellitus
6982511000006110,Diabetic retinopathy associated with type II diabetes mellitus
12336541000006114,Retinopathy co-occurrent and due to type 2 diabetes mellitus
914151000006112,Retinopathy with type 2 diabetes mellitus
12336881000006117,Disorder of eye co-occurrent and due to type 2 diabetes mellitus
12702421000006111,Type II diabetes mellitus with ophthalmic complications
12762301000006111,Diabetic oculopathy associated with type 2 diabetes mellitus
914051000006113,Disorder of eye with type 2 diabetes mellitus
84581000006117,Type 2 diabetes mellitus with ophthalmic complications
914061000006110,Type II diabetes mellitus with ophthalmic complications
587111000006111,Non-insulin-dependent diabetes mellitus with ophthalm comps
84951000006118,Disorder of eye with type 2 diabetes mellitus
616491000006116,"Diabetes mellitus, adult onset, + ophthalmic manifestation"
12336871000006115,Disorder of eye with type 2 diabetes mellitus
6983691000006114,Diabetic oculopathy associated with type II diabetes mellitus
12704961000006118,Diabetic oculopathy associated with type 2 diabetes mellitus
674961000006118,Peripheral circulatory disorder associated with type 2 diabetes mellitus
616581000006115,"Diabetes mellitus, adult, + peripheral circulatory disorder"
6985001000006110,Peripheral circulatory disorder associated with type 2 diabetes mellitus
12485441000006119,NIDDM with peripheral circulatory disorder
6985011000006113,Peripheral circulatory disorder associated with type II diabetes mellitus
493773010,NIDDM - Non-insulin dependent diabetes mellitus
84471000006119,Type 2 diabetes mellitus
197761014,Type 2 diabetes mellitus
223291000000111,Maturity onset diabetes
3209431000006116,Diabetes mellitus type II
280571000006116,Non-insulin dependent diabetes mellitus
3209441000006114,Diabetes mellitus type 2
84841000006113,Type II diabetes mellitus
493774016,Type II diabetes mellitus
73466011,Non-insulin dependent diabetes mellitus
292589019,Type II diabetes mellitus - poor control
281171000006119,Type II diabetes mellitus uncontrolled
292590011,Type II diabetes mellitus poorly controlled
84851000006110,Type II diabetes mellitus - poor control
84481000006116,Type 2 diabetes mellitus - poor control
7281511000006118,Type 2 diabetes mellitus uncontrolled
2288071000000116,Type 2 diabetes mellitus in remission
2288061000000111,Type II diabetes mellitus in remission
7708071000006119,Gastroparesis due to diabetes mellitus type II
12705081000006111,Gastroparesis due to type 2 diabetes mellitus
12363691000006117,Gastroparesis co-occurrent and due to type 2 diabetes mellitus
299621000000117,Gastroparesis with type 2 diabetes mellitus
1667921000000117,Type II diabetes mellitus with gastroparesis
12363681000006115,Gastroparesis with type 2 diabetes mellitus
12363731000006113,Polyneuropathy co-occurrent and due to type 2 diabetes mellitus
914241000006118,Polyneuropathy due to type 2 diabetes mellitus
280541000006112,Non-insulin dependent diabetes mellitus with polyneuropathy
914251000006116,Type II diabetes mellitus with polyneuropathy
84601000006110,Type 2 diabetes mellitus with polyneuropathy
7708121000006119,Polyneuropathy due to diabetes mellitus type II
84971000006111,Type II diabetes mellitus with polyneuropathy
84521000006116,Type 2 diabetes mellitus with hypoglycaemic coma
280511000006113,Non-insulin dependent diabetes mellitus with hypoglyca coma
84891000006116,Type II diabetes mellitus with hypoglycaemic coma
459167016,Type 2 diabetes mellitus with hypoglycaemic coma
11927561000006118,Hypoglycemic coma co-occurrent and due to diabetes mellitus type II
7783451000006114,Hypoglycaemic coma co-occurrent and due to diabetes mellitus type II
459169018,Hypoglycaemic coma co-occurrent and due to diabetes mellitus type II
479571000000110,Diabetes type 2 review
1665721000000112,Type 2 diabetic dietary review
1658901000000118,Type II diabetic dietary review
