SNOMEDCTCodes,Description
194803008,Acute non-Q wave infarction
194804002,Inferior myocardial infarction NOS
194805001,Acute Q wave myocardial infarction
194807009,[X]Acute transmural myocardial infarction of unspecified site
194808004,Other acute myocardial infarction
194810002,Other acute myocardial infarction NOS
194811003,Acute myocardial infarction NOS
194815007,Aborted myocardial infarction
194827005,Healed myocardial infarction
194836009,Post infarct angina
194859003,Subsequent myocardial infarction of other sites
194860008,[X]Subsequent myocardial infarction of unspecified site
194861007,Certain current complications following acute myocardial infarction
194864004,Post-infarction ventricular septal defect
194870005,Postoperative myocardial infarction
194871009,Postoperative transmural myocardial infarction of anterior wall
194872002,Postoperative transmural myocardial infarction of inferior wall
194873007,Postoperative transmural myocardial infarction of other sites
194874001,Postoperative transmural myocardial infarction of unspecified site
194875000,Postoperative subendocardial myocardial infarction
194876004,"Postoperative myocardial infarction, unspecified"
194912009,Post-infarction pericarditis
195542009,[X]Other current complications following acute myocardial infarction
195545006,[X]Acute transmural myocardial infarction of unspecified site
195546007,[X]Subsequent myocardial infarction of other sites
195547003,[X]Subsequent myocardial infarction of unspecified site
233824008,Myocardial infarction
287292009,Infarct myocardiectomy
311790002,Postoperative myocardial infarction
311794006,Postoperative transmural myocardial infarction of other sites
311795007,Postoperative transmural myocardial infarction of unspecified site
311797004,"Postoperative myocardial infarction, unspecified"
66514008,Myocardial infarction
138774004,H/O: myocardial infarct at less than 60
138775003,H/O: myocardial infarct at greater than 60
138785002,H/O: Myocardial infarction in last year
142025003,ECG: myocardial infarction
142027006,ECG: old myocardial infarction
142028001,ECG: anteroseptal infarction
142029009,ECG:posterior/inferior infarct
142030004,ECG: subendocardial infarct
142031000,ECG: lateral infarction
142032007,ECG: myocardial infarct NOS
149197000,Infarct myocardiectomy
1077002,Septal infarction by EKG (finding)
22111008,Anteroseptal infarction by EKG (finding)
282006,Acute myocardial infarction of basal-lateral wall (disorder)
30277009,Acute myocardial infarction with rupture of ventricle (disorder)
32574007,"Past myocardial infarction diagnosed on ECG AND/OR other special investigation, but currently presenting no symptoms (disorder)"
52295007,Subendocardial infarction by EKG (finding)
571002,Myocardiectomy of infarcted area (procedure)
59063002,Acute myocardial infarction of apical-lateral wall (disorder)
64627002,Acute myocardial infarction of high lateral wall (disorder)
70998009,Acute myocardial infarction of posterobasal wall (disorder)
71023004,Pericarditis secondary to acute myocardial infarction (disorder)
72977004,Acute myocardial infarction of atrium (disorder)
7326005,Inferior infarction by EKG (finding)
87064008,Lateral infarction by EKG (finding)
393588004,First myocardial infarction
412771006,Acute posterolateral myocardial infarction
418044006,Myocardial infarction in recovery phase (disorder)
371864007,Thrombolysis in Myocardial Infarction (TIMI) grade 2: partial perfusion (finding)
371865008,Thrombolysis in Myocardial Infarction (TIMI) grade 3: complete perfusion (finding)
371866009,Thrombolysis in Myocardial Infarction (TIMI) grade 1: penetration without perfusion (finding)
371867000,Thrombolysis in Myocardial Infarction (TIMI) grade 0: no perfusion (finding)
73999000,Posterior myocardial infarction on electrocardiogram (finding)
429391004,New myocardial infarction compared to prior study (situation)
428752002,Recent myocardial infarction (situation)
428196007,Mixed myocardial ischemia and infarction (disorder)
285991000119100,Acute ST segment elevation myocardial infarction involving left main coronary artery
285981000119103,Acute ST segment elevation myocardial infarction involving left anterior descending coronary artery
461000119108,History of myocardial infarction in last eight weeks (situation)
23311000119105,Acute myocardial infarction due to right coronary artery occlusion
17531000119105,Acute myocardial infarction due to left coronary artery occlusion
43630006,Anterolateral infarction by electrocardiogram (finding)
698593009,History of non-ST segment elevation myocardial infarction (situation)
703213009,Acute STEMI (ST elevation myocardial infarction) of inferior wall
703210007,Subsequent STEMI (ST elevation myocardial infarction) of anterior wall
703164000,Acute ST segment elevation myocardial infarction of anterior wall
703165004,Acute anterior ST segment elevation myocardial infarction with right ventricular involvement
703211006,Subsequent ST segment elevation myocardial infarction (disorder)
703212004,Acute myocardial infarction during procedure
703209002,Subsequent inferior ST segment elevation myocardial infarction
703251009,Acute myocardial infarction of inferior wall involving right ventricle
703252002,Acute myocardial infarction of anterior wall involving right ventricle (disorder)
703253007,Acute ST segment elevation myocardial infarction of inferior wall involving right ventricle
703330009,Mitral valve regurgitation due to acute myocardial infarction with papillary muscle and chordal rupture
703328007,Mitral valve regurgitation due to acute myocardial infarction without papillary muscle and chordal rupture
703326006,Mitral regurgitation due to acute myocardial infarction
703360004,Subsequent non-ST segment elevation myocardial infarction (disorder)
15712921000119103,Acute ST segment elevation myocardial infarction of lateral wall
15713041000119103,Acute ST segment elevation myocardial infarction of posterior wall (disorder)
15712841000119100,Acute ST segment elevation myocardial infarction of posterolateral wall
15713201000119105,Acute ST segment elevation myocardial infarction of posterobasal wall
15712881000119105,Acute ST segment elevation myocardial infarction of anterolateral wall
15712961000119108,Acute ST segment elevation myocardial infarction of anteroseptal wall
710031008,Inducible ischemia manifest on stress test post myocardial infarction (finding)
15713121000119105,Acute ST segment elevation myocardial infarction due to right coronary artery occlusion (disorder)
15713161000119100,Acute ST segment elevation myocardial infarction of septum
15713081000119108,Acute ST segment elevation myocardial infarction due to left coronary artery occlusion
103011000119106,Coronary arteriosclerosis in patient with history of previous myocardial infarction (situation)
285721000119104,History of acute ST segment elevation myocardial infarction
720699005,Myocardial infarction clinical management plan (qualifier value)
15960981000119105,Mural thrombus of left ventricle following acute myocardial infarction
723858002,Ventricular aneurysm following acute myocardial infarction
723859005,Pulmonary embolism following acute myocardial infarction
723860000,Arrhythmia following acute myocardial infarction
723861001,Cardiogenic shock following acute myocardial infarction
736978009,Mural thrombus of right ventricle following acute myocardial infarction
737438001,Myocardial infarction clinical management plan (record artifact)
12238151000119107,Acute ST segment elevation myocardial infarction of inferoposterior wall (disorder)
16837681000119104,Myocardial infarction due to demand ischemia
827163002,Early postmyocardial infarction pericarditis (disorder)
827164008,Delayed postmyocardial infarction pericarditis (disorder)
836293000,Acute myocardial infarction of right ventricle (disorder)
836295007,Acute myocardial infarction of inferolateral wall with posterior extension
836294006,Acute myocardial infarction of apex of heart
840309000,Acute ST segment elevation myocardial infarction due to proximal left anterior descending coronary artery occlusion
840312002,Acute ST segment elevation myocardial infarction due to occlusion of mid portion of anterior descending branch of left coronary artery (disorder)
840316004,Acute ST segment elevation myocardial infarction due to distal left anterior descending coronary artery occlusion
840609007,Acute ST segment elevation myocardial infarction due to occlusion of anterior descending branch of left coronary artery
840680009,Acute STEMI (ST elevation myocardial infarction) due to septal branch of anterior descending branch of left coronary artery occlusion
846668006,Acute STEMI (ST elevation myocardial infarction) due to occlusion of diagonal branch of anterior descending branch of left coronary artery
846683001,Acute ST segment elevation myocardial infarction due to occlusion of intermediate artery (disorder)
868214006,Acute STEMI (ST elevation myocardial infarction) due to proximal RCA (right coronary artery) occlusion
868217004,Acute ST segment elevation myocardial infarction due to occlusion of distal portion of right coronary artery (disorder)
868220007,Acute ST segment elevation myocardial infarction due to occlusion of mid portion of right coronary artery
868224003,Acute STEMI (ST elevation myocardial infarction) due to AM (acute marginal) branch of RCA (right coronary artery) occlusion
868225002,Acute ST segment elevation myocardial infarction due to occlusion of posterior descending branch of right coronary artery
868226001,Acute ST segment elevation myocardial infarction due to occlusion of posterior lateral branch of right coronary artery (disorder)
