SNOMEDCTCodes,Description
23070000,Pure sensory lacunar infarction (disorder)
230693009,Anterior cerebral circulation infarction (disorder)
230695002,Partial anterior cerebral circulation infarction (disorder)
230694003,Total anterior cerebral circulation infarction (disorder)
195230003,"Cerebral infarction due to cerebral venous thrombosis, non-pyogenic (disorder)"
195190007,Cerebral infarction due to embolism of cerebral arteries (disorder)
432504007,Cerebral infarction (disorder)
705128004,Cerebral infarction due to embolism of middle cerebral artery (disorder)
1089411000000104,Cerebral infarction due to occlusion of cerebral artery (disorder)
125081000119106,Cerebral infarction due to occlusion of precerebral artery (disorder)
149821000119103,Cerebral infarction due to carotid artery occlusion (disorder)
34181000119102,Cerebral infarction due to occlusion of basilar artery (disorder)
34191000119104,Cerebral infarction due to vertebral artery occlusion (disorder)
1089421000000105,Cerebral infarction due to stenosis of cerebral artery (disorder)
293831000119105,Cerebral infarction due to stenosis of precerebral artery (disorder)
293811000119100,Cerebral infarction due to vertebral artery stenosis (disorder)
195189003,Cerebral infarction due to thrombosis of cerebral arteries (disorder)
705130002,Cerebral infarction due to thrombosis of middle cerebral artery (disorder)
441526008,Infarct of cerebrum due to iatrogenic cerebrovascular accident (disorder)
230692004,Infarction - precerebral (disorder)
195185009,Cerebral infarct due to thrombosis of precerebral arteries (disorder)
195186005,Cerebral infarction due to embolism of precerebral arteries (disorder)
413102000,Infarction of basal ganglia (disorder)
230523009,Infarction of optic radiation (disorder)
302904002,Infarction of visual cortex (disorder)
307766002,Left sided cerebral infarction (disorder)
733199002,Multifocal cerebral infarction due to and following procedure on cardiovascular system (disorder)
276219001,Occipital cerebral infarction (disorder)
307767006,Right sided cerebral infarction (disorder)
427296003,Thalamic infarction (disorder)
713410003,Pain following cerebrovascular accident (finding)
817701000000103,Acute stroke care (regime/therapy)
95457000,Brain stem infarction (disorder)
426983002,Infarction of medulla oblongata (disorder)
230739000,Spinal cord stroke (disorder)
2517002,Stroke rehabilitation (regime/therapy)
231231000000107,Delivery of rehabilitation for stroke (regime/therapy)
80051000119107,Stroke care management (procedure)
306803007,Admission to stroke unit (procedure)
