SNOMEDCTCodes,Description
1109721000000108,Digital cognitive behavioural therapy for insomnia (regime/therapy)
868185009,Cognitive behavioral therapy for insomnia (regime/therapy)
440313002,Education about stimulus control behavior in insomnia (procedure)
1107181000000104,Signposting for digital cognitive behavioural therapy for insomnia (procedure)
1107201000000100,Self referral for digital cognitive behavioural therapy for insomnia (procedure
1107191000000102,Referral for digital cognitive behavioural therapy for insomnia (procedure
1072611000000100,Does not sleep (finding)
1072621000000106,Does not sleep with sedation (finding)
1069241000000104,Does not sleep without sedation (finding)
248255005,Cannot sleep at all (finding)
248260009,Unrefreshed by sleep (disorder)
272265001,Appliance for sleep apnea (physical object)
438517001,Referral to sleep clinic (procedure)
247958000,"Blank, staring face while sleep walking (finding)"
419057008,Finding related to sleep walking (finding)
247955002,Low level of awareness while sleep walking (finding)
247957005,Low level of motor skill while sleep walking (finding)
247956001,Low level of reactivity while sleep walking (finding)
247961004,No recollection of sleep walk (finding)
247959008,Unresponsive to communication while sleep walking (finding)
1057371000000102,Signposting to the Sleep Council (procedure)
1363171000000104,Registration for access to online sleep management self-management application (procedure)
985541000000106,Health of the Nation Outcome Scales for People with Learning Disabilities rating scale 10 - problems with sleeping (assessment scale)
