SNOMEDCTCodes,Description
450714000,Severe major depression (disorder)
704678007,Depressed mood with postpartum onset (finding)
712823008,Acute depression (disorder)
718636001,Minimal depression (disorder)
719592004,Moderately severe major depression (disorder)
719593009,Moderately severe depression (disorder)
720451004,Minimal recurrent major depression (disorder)
720452006,Moderately severe recurrent major depression (disorder)
720453001,Moderately severe major depression single episode (disorder)
720454007,Minimal major depression single episode (disorder)
720455008,Minimal major depression (disorder)
723928009,Mood disorder with depressive symptoms caused by alcohol (disorder)
723930006,Mood disorder with mixed manic and depressive symptoms caused by alcohol (disorder)
724676000,Mood disorder with depressive symptoms caused by sedative (disorder)
724677009,Mood disorder with depressive symptoms caused by hypnotic (disorder)
724678004,Mood disorder with depressive symptoms caused by anxiolytic (disorder)
724690002,Mood disorder with depressive symptoms caused by cocaine (disorder)
724757005,Depressive symptoms due to primary psychotic disorder (disorder)
726772006,Major depression with psychotic features (disorder)
762321000,Mood disorder with depressive symptoms caused by opioid (disorder)
762329003,Mood disorder with depressive symptoms caused by stimulant (disorder)
762336002,Mood disorder with depressive symptoms caused by hallucinogen (disorder)
762339009,Mood disorder with depressive symptoms caused by volatile inhalant (disorder)
762512002,Mood disorder with depressive symptoms caused by synthetic cathinone (disorder)
768835002,Depression care management (procedure)
788120007,Antenatal depression (disorder)
838529004,Mood disorder with mixed depressive and manic symptoms caused by amfetamine and amfetamine derivative (disorder)
871840004,Episode of depression (finding)
251000119105,"Severe major depression, single episode (disorder)"
281000119103,Severe recurrent major depression (disorder)
10211000132109,Perinatal depression (disorder)
94631000119100,Depressive disorder in mother complicating pregnancy (disorder)
133121000119109,Severe seasonal affective disorder (disorder)
142001000119106,Depressed mood in Alzheimer's disease (disorder)
199111000000100,Referral for guided self-help for depression (procedure)
286711000000107,Counseling for depression (procedure)
288751000119101,"Reactive depressive psychosis, single episode (disorder)"
361761000000106,On full dose long term treatment for depression (finding)
755321000000106,"Single major depressive episode, severe, with psychosis, psychosis in remission (disorder)"
755331000000108,"Recurrent major depressive episodes, severe, with psychosis, psychosis in remission (disorder)"
764611000000100,"Recurrent major depressive episodes, severe (disorder)"
764691000000109,"Recurrent major depressive episodes, in partial remission (disorder)"
764701000000109,"Recurrent major depressive episodes, in remission (disorder)"
764711000000106,"Single major depressive episode, in remission (disorder)"
923921000000104,Referral for depression self-help video (procedure)
1086471000000100,"Recurrent reactive depressive episodes, severe, with psychosis (disorder)"
1086661000000100,"Reactive depression, prolonged single episode (disorder)"
1086671000000100,"Reactive depression, single episode (disorder)"
1086681000000100,"Reactive depression, recurrent (disorder)"
1086691000000100,"Reactive depression, first episode (disorder)"
1089511000000100,Recurrent depression with current severe episode and psychotic features (disorder)
1089631000000100,Recurrent depression with current severe episode without psychotic features (disorder)
1089641000000100,Recurrent depression with current moderate episode (disorder)
10811121000119100,Major depressive disorder in mother complicating childbirth (disorder)
10811161000119100,Major depressive disorder in mother complicating pregnancy (disorder)
10835871000119100,Depressive disorder in mother complicating childbirth (disorder)
16238181000119100,Depressive disorder caused by amphetamine (disorder)
16238221000119100,Depressive disorder caused by methamphetamine (disorder)
16264621000119100,Recurrent mild major depressive disorder co-occurrent with anxiety (disorder)
16264821000119100,Recurrent severe major depressive disorder co-occurrent with anxiety (disorder)
16264901000119100,Recurrent moderate major depressive disorder co-occurrent with anxiety (disorder)
16265301000119100,Recurrent major depressive disorder in partial remission co-occurrent with anxiety (disorder)
16265951000119100,Mild major depressive disorder co-occurrent with anxiety single episode (disorder)
16266831000119100,Moderate major depressive disorder co-occurrent with anxiety single episode (disorder)
16266991000119100,Severe major depressive disorder co-occurrent with anxiety single episode (disorder)
