ProdCodeId,Description
3908341000033113,bedol 2mg tablets (resource medical uk ltd)
4118041000033114,conjugated oestrogens 300microgram tablets
4118141000033113,premarin 0.3mg tablets (pfizer ltd)
432341000033111,dermestril 100 patches (kyowa kirin ltd)
432441000033117,dermestril 25 patches (kyowa kirin ltd)
432541000033116,dermestril 50 patches (kyowa kirin ltd)
508041000033110,elleste solo 1mg tablets (mylan)
508141000033114,elleste solo 2mg tablets (mylan)
509141000033115,elleste solo mx 40 transdermal patches (mylan)
509241000033110,elleste solo mx 80 transdermal patches (mylan)
5401341000033114,gynest 0.01% cream with applicator (marlborough pharmaceuticals ltd)
545241000033118,estraderm tts 100 patches (novartis pharmaceuticals uk ltd)
545341000033111,estraderm tts 25 patches (novartis pharmaceuticals uk ltd)
545441000033117,estraderm tts 50 patches (novartis pharmaceuticals uk ltd)
546541000033110,estraderm mx 100 patches (norgine pharmaceuticals ltd)
546641000033111,estraderm mx 25 patches (norgine pharmaceuticals ltd)
546741000033119,estraderm mx 50 patches (norgine pharmaceuticals ltd)
549541000033119,ethinyloestradiol tablets 10 micrograms
549941000033113,ethinyloestradiol tablets 50 micrograms
550641000033110,ethinyloestradiol tablets 1 mg
550741000033118,ethinyloestradiol tablets 20 micrograms
557941000033116,evorel pak (janssen-cilag ltd)
558541000033111,evorel 50 patches (theramex hq uk ltd)
558641000033112,evorel 100 patches (theramex hq uk ltd)
558741000033115,evorel 25 patches (theramex hq uk ltd)
558841000033113,evorel 75 patches (theramex hq uk ltd)
575341000033110,fematrix 80 patches (abbott healthcare products ltd)
575441000033116,femseven 50 patches (theramex hq uk ltd)
575541000033115,fematrix 40 patches (abbott healthcare products ltd)
575641000033119,femseven 100 patches (theramex hq uk ltd)
575741000033111,femseven 75 patches (theramex hq uk ltd)
709541000033113,hormonin tablets (advanz pharma)
905341000033110,menorest 37.5 patches (novartis pharmaceuticals uk ltd)
905441000033116,menorest 50 patches (novartis pharmaceuticals uk ltd)
905541000033115,menorest 75 patches (novartis pharmaceuticals uk ltd)
