ProdCodeId,Description
2975941000033117,seroquel 300mg tablets (luye pharma ltd)
3030841000033118,olanzapine 10mg powder for solution for injection vials
3030941000033114,zyprexa 10mg powder for solution for injection vials (eli lilly and company ltd)
3137541000033113,aripiprazole 10mg tablets
3137641000033114,aripiprazole 15mg tablets
3137741000033117,aripiprazole 30mg tablets
3137841000033110,abilify 10mg tablets (otsuka pharmaceuticals (u.k.) ltd)
3137941000033119,abilify 15mg tablets (otsuka pharmaceuticals (u.k.) ltd)
3138041000033116,abilify 30mg tablets (otsuka pharmaceuticals (u.k.) ltd)
3158941000033116,denzapine 25mg tablets (britannia pharmaceuticals ltd)
3159041000033113,denzapine 100mg tablets (britannia pharmaceuticals ltd)
3225241000033118,aripiprazole 5mg tablets
3225341000033111,abilify 5mg tablets (otsuka pharmaceuticals (u.k.) ltd)
3226341000033115,zaponex 25mg tablets (leyden delta b.v.)
3226441000033114,zaponex 100mg tablets (leyden delta b.v.)
3246041000033119,risperidone 500microgram orodispersible tablets sugar free
3246141000033115,risperdal quicklet 500microgram orodispersible tablets (janssen-cilag ltd)
3866541000033110,olanzapine 20mg oral lyophilisates sugar free
3866641000033111,zyprexa 20mg velotabs (eli lilly and company ltd)
3892541000033114,olanzapine 2.5mg/5ml oral suspension
3950341000033115,aripiprazole 10mg orodispersible tablets sugar free
3950441000033114,aripiprazole 15mg orodispersible tablets sugar free
3950541000033110,aripiprazole 1mg/ml oral solution
3950641000033111,abilify 10mg orodispersible tablets (otsuka pharmaceuticals (u.k.) ltd)
3950741000033119,abilify 15mg orodispersible tablets (otsuka pharmaceuticals (u.k.) ltd)
3950841000033112,abilify 1mg/ml oral solution (otsuka pharmaceuticals (u.k.) ltd)
3996241000033117,olanzapine 20mg tablets
3996341000033110,zyprexa 20mg tablets (eli lilly and company ltd)
4012041000033116,risperidone 3mg orodispersible tablets sugar free
4012141000033117,risperidone 4mg orodispersible tablets sugar free
4012241000033112,risperdal quicklet 3mg orodispersible tablets (janssen-cilag ltd)
4012341000033119,risperdal quicklet 4mg orodispersible tablets (janssen-cilag ltd)
4133841000033118,quetiapine oral suspension sugar free 12.5 mg/5 ml
4200641000033118,paliperidone 3mg modified-release tablets
4200741000033110,paliperidone 6mg modified-release tablets
4200841000033117,paliperidone 9mg modified-release tablets
4200941000033113,invega 3mg modified-release tablets (janssen-cilag ltd)
4201041000033115,invega 6mg modified-release tablets (janssen-cilag ltd)
4201141000033116,invega 9mg modified-release tablets (janssen-cilag ltd)
4422541000033110,quetiapine 100mg/5ml oral suspension
4456741000033117,aripiprazole 9.75mg/1.3ml solution for injection vials
4456841000033110,abilify 9.75mg/1.3ml solution for injection vials (otsuka pharmaceuticals (u.k.) ltd)
4591741000033114,quetiapine 50mg modified-release tablets
4591841000033116,quetiapine 200mg modified-release tablets
4591941000033112,quetiapine 300mg modified-release tablets
4592041000033118,quetiapine 400mg modified-release tablets
4592141000033119,seroquel xl 50mg tablets (luye pharma ltd)
4592241000033114,seroquel xl 200mg tablets (luye pharma ltd)
4592341000033116,seroquel xl 300mg tablets (luye pharma ltd)
4592441000033110,seroquel xl 400mg tablets (luye pharma ltd)
4940141000033119,amisulpride 25mg/5ml oral solution
5077641000033110,clozapine 50mg/ml oral suspension sugar free
5077741000033118,denzapine 50mg/ml oral suspension (britannia pharmaceuticals ltd)
5077941000033115,clozapine 200mg tablets
5078041000033117,clozapine 50mg tablets
5078141000033118,denzapine 200mg tablets (britannia pharmaceuticals ltd)
5078241000033113,denzapine 50mg tablets (britannia pharmaceuticals ltd)
5565041000033117,zypadhera 210mg powder and solvent for suspension for injection vials (eli lilly and company ltd)
5565141000033118,zypadhera 300mg powder and solvent for suspension for injection vials (eli lilly and company ltd)
5565241000033113,zypadhera 405mg powder and solvent for suspension for injection vials (eli lilly and company ltd)
5575741000033110,olanzapine embonate 210mg powder and solvent for suspension for injection vials
5575841000033117,olanzapine embonate 300mg powder and solvent for suspension for injection vials
5575941000033113,olanzapine embonate 405mg powder and solvent for suspension for injection vials
5889741000033118,quetiapine 12.5mg/5ml oral solution
5889841000033111,quetiapine 12.5mg/5ml oral suspension
5890941000033114,amisulpride 25mg/5ml oral suspension
5891141000033117,quetiapine 100mg/5ml oral solution
58941000033117,amisulpride 200mg tablets
59041000033114,amisulpride 50mg tablets
5909341000033112,quetiapine 150mg modified-release tablets
5909441000033118,seroquel xl 150mg tablets (luye pharma ltd)
5974841000033112,quetiapine 25mg/5ml oral solution
5974941000033116,quetiapine 25mg/5ml oral suspension
5975041000033116,quetiapine 50mg/5ml oral solution
5975141000033117,quetiapine 50mg/5ml oral suspension
5997341000033118,olanzapine 2.5mg/5ml oral solution
6359441000033116,paliperidone 50mg/0.5ml suspension for injection pre-filled syringes
6359541000033115,paliperidone 75mg/0.75ml suspension for injection pre-filled syringes
6359641000033119,paliperidone 100mg/1ml suspension for injection pre-filled syringes
6359741000033111,paliperidone 150mg/1.5ml suspension for injection pre-filled syringes
6359841000033118,xeplion 50mg/0.5ml suspension for injection pre-filled syringes (janssen-cilag ltd)
6359941000033114,xeplion 75mg/0.75ml suspension for injection pre-filled syringes (janssen-cilag ltd)
6360041000033112,xeplion 100mg/1ml suspension for injection pre-filled syringes (janssen-cilag ltd)
6360141000033111,xeplion 150mg/1.5ml suspension for injection pre-filled syringes (janssen-cilag ltd)
6443041000033115,asenapine 5mg sublingual tablets sugar free
6443141000033116,asenapine 10mg sublingual tablets sugar free
6443241000033111,sycrest 5mg sublingual tablets (merck sharp & dohme ltd)
6443341000033118,sycrest 10mg sublingual tablets (merck sharp & dohme ltd)
6456741000033114,zalasta 10mg tablets (consilient health ltd)
6456841000033116,zalasta 15mg tablets (consilient health ltd)
6456941000033112,zalasta 2.5mg tablets (consilient health ltd)
6457041000033113,zalasta 20mg tablets (consilient health ltd)
6457141000033112,zalasta 5mg tablets (consilient health ltd)
6457241000033117,zalasta 7.5mg tablets (consilient health ltd)
6465341000033114,zalasta 10mg orodispersible tablets (consilient health ltd)
6465441000033115,zalasta 15mg orodispersible tablets (consilient health ltd)
6465541000033119,zalasta 20mg orodispersible tablets (consilient health ltd)
6465641000033118,zalasta 5mg orodispersible tablets (consilient health ltd)
6465941000033113,olanzapine 5mg orodispersible tablets sugar free
6466041000033115,olanzapine 10mg orodispersible tablets sugar free
6466141000033116,olanzapine 15mg orodispersible tablets sugar free
6466241000033111,olanzapine 20mg orodispersible tablets sugar free
6514941000033116,arkolamyl 5mg orodispersible tablets (mylan)
6515041000033116,arkolamyl 10mg orodispersible tablets (mylan)
6515141000033117,arkolamyl 15mg orodispersible tablets (mylan)
6515241000033112,arkolamyl 20mg orodispersible tablets (mylan)
7681641000033116,olanzapine 10mg orodispersible tablets
7681741000033113,olanzapine 15mg orodispersible tablets
7681841000033115,olanzapine 20mg orodispersible tablets
7681941000033111,olanzapine 5mg orodispersible tablets
7687841000033114,sondate xl 50mg tablets (teva uk ltd)
7687941000033118,sondate xl 200mg tablets (teva uk ltd)
7688041000033115,sondate xl 300mg tablets (teva uk ltd)
7688141000033116,sondate xl 400mg tablets (teva uk ltd)
8112941000033114,tenprolide xl 50mg tablets (actavis uk ltd)
8113041000033116,tenprolide xl 200mg tablets (actavis uk ltd)
8113141000033117,tenprolide xl 300mg tablets (actavis uk ltd)
8246241000033114,sondate xl 150mg tablets (teva uk ltd)
8298341000033111,seotiapim xl 200mg tablets (sandoz ltd)
8298441000033117,seotiapim xl 300mg tablets (sandoz ltd)
8298541000033116,seotiapim xl 400mg tablets (sandoz ltd)
8349141000033117,tenprolide xl 400mg tablets (actavis uk ltd)
8960241000033117,aripiprazole 400mg powder and solvent for suspension for injection vials
8960441000033116,abilify maintena 400mg powder and solvent for prolonged-release suspension for injection vials (otsuka pharmaceuticals (u.k.) ltd)
9604441000033112,ebesque xl 50mg tablets (ethypharm uk ltd)
9605541000033112,ebesque xl 200mg tablets (ethypharm uk ltd)
9605941000033118,ebesque xl 300mg tablets (ethypharm uk ltd)
9606341000033113,ebesque xl 400mg tablets (ethypharm uk ltd)
9808941000033118,lurasidone 18.5mg tablets
9809041000033110,lurasidone 37mg tablets
9809141000033114,lurasidone 74mg tablets
9809241000033119,latuda 18.5mg tablets (sunovion pharmaceuticals europe ltd)
9809341000033112,latuda 37mg tablets (sunovion pharmaceuticals europe ltd)
9809441000033118,latuda 74mg tablets (sunovion pharmaceuticals europe ltd)
