SNOMEDCTCodes,Description
5257006,Follicular adenocarcinoma
109835005,Overlapping malignant neoplasm of esophagus
363439008,Malignant tumour of soft tissue of head
285615003,Metastasis to spleen of unknown primary
271943005,Carcinoma of base of tongue
93997008,Malignant neoplasm of scapula
188242006,Malignant neoplasm of anterior wall of urinary bladder
363483004,Malignant tumour of pineal gland
94398002,Secondary malignant neoplasm of lymph nodes of upper limb
30383009,"Mesothelioma, biphasic, malignant"
254841008,Cancer en cuirasse
307216009,Perforated carcinoma of esophagus
312112002,Carcinoma of transverse colon
189919000,Primitive polar spongioblastoma
187683004,Malignant neoplasm of glossoepiglottic fold
314996003,Metastasis from malignant tumour of kidney
39274007,Balloon cell melanoma
93661001,Malignant neoplasm of acromion
187846001,Malignant neoplasm of thyroid cartilage
187967002,Malignant neoplasm of calcaneum
274904007,Argentaffinoma
363360003,Malignant tumor of anterior two-thirds of tongue
254876005,Yolk sac tumour of ovary
71447003,"Paget's disease, extramammary (except Paget's disease of bone)"
188040008,Malignant melanoma of forehead
16034002,Clark melanoma level 5
94659001,Secondary malignant neoplasm of ureter
39781001,Primitive neuroectodermal tumor
187977000,Malignant neoplasm of fifth metatarsal bone
28558000,Villous adenocarcinoma
255111004,Squamous cell carcinoma of bladder
420524008,Kaposi's sarcoma associated with AIDS (disorder)
363369002,Carcinoma of tail of pancreas
188055004,Malignant melanoma of umbilicus
76060004,Esthesioneuroblastoma
721629005,Linitis plastica of stomach (disorder)
110457005,Angiomyoliposarcoma
254520006,Malignant tumour of infrahyoid epiglottis
307502000,Squamous cell carcinoma of mouth
956551000000106,NA
78838008,Pleomorphic xanthoastrocytoma
188287005,Malignant neoplasm of thalamus
310504009,Primary malignant neoplasm of unknown site
94134006,Malignant neoplasm of ventral surface of tongue
109841003,Liver cell carcinoma (clinical)
1090921000000106,NA
372099007,Malignant neoplasm of exocervix (disorder)
187843009,Malignant neoplasm of arytenoid cartilage
398670003,Pigmented dermatofibrosarcoma protuberans of skin (disorder)
404037002,Malignant peripheral nerve sheath tumor (disorder)
32512003,"Extra-adrenal paraganglioma, malignant"
188020001,Malignant neoplasm of connective and soft tissue of buttock
253056006,Malignant lymphangioma
254408000,Malignant tumour of anterior two-thirds of tongue - lateral margin
188264002,Malignant neoplasm of iris
94217008,Secondary malignant neoplasm of bone marrow
93681000,Malignant neoplasm of areola of male breast
956371000000109,NA
1556006,Clark melanoma level 4
109843000,Hepatoblastoma (clinical)
363354003,Malignant tumour of cervix
254896002,Malignant melanoma of vulva
314974009,Local recurrence of malignant tumour of soft tissue
187769009,Primary carcinoma of liver
276420005,Malignant tumor of corpus cavernosum
70555003,Endometrial stromal sarcoma
254389005,Carcinoma of vermilion border of upper lip
363440005,Malignant tumor of soft tissue of face
363401000,Malignant tumor of pyriform fossa
255021005,Malignant melanoma of choroid
1090991000000109,NA
94381002,Secondary malignant neoplasm of liver
22694002,Adenocarcinoma with apocrine metaplasia
94634005,Secondary malignant neoplasm of thyroid gland
52040006,Infantile fibrosarcoma
254987003,Adenoid cystic carcinoma of lacrimal gland
73676002,Peripheral neuroectodermal tumor
32968003,Inflammatory carcinoma
188065005,Malignant melanoma of thumb
42194009,"Brenner tumor, malignant"
363346000,Malignant tumour
1090291000000102,NA
93870000,Malignant neoplasm of liver
307576001,Osteosarcoma of bone
187917009,Malignant neoplasm of thoracic vertebra
363413005,Malignant tumor of splenic flexure
188324003,"Malignant neoplasm of peripheral nerves of lower limb, including hip"
94663008,Secondary malignant neoplasm of urinary system
187942000,Malignant neoplasm of carpal bone - trapezoid
285642002,Metastasis to eye of unknown primary
58477004,Infiltrating ductular carcinoma
53968002,Olfactory neurogenic tumor
187794005,Malignant tumour of Islets of Langerhans
63634009,Glioblastoma
43296007,Round cell liposarcoma
44529004,Giant cell glioblastoma
187881004,"Malignant neoplasm of thymus, heart and mediastinum"
60718004,Dysgerminoma
188250002,Malignant neoplasm of kidney parenchyma
281564008,Pelvic neuroblastoma
302847003,Rhabdomyosarcoma
45881000,Carcinoma simplex
21165006,Clark melanoma level 3
363514001,Malignant tumour of female genital organ
12943006,Spongioblastoma polare
188049009,Malignant melanoma of axilla
254465004,Carcinoma of submandibular gland
314964006,Local recurrence of malignant tumor of pancreas
275490009,Carcinoma of tongue base - dorsal surface
187950009,Malignant neoplasm of phalanges of hand
188252005,Malignant neoplasm of renal calyx
188471005,Secondary malignant neoplasm of epididymis and vas deferens
255127006,Local tumour spread
278433008,Malignant infiltration of soft tissue
69317001,Kupffer cell sarcoma
1090951000000101,NA
254870004,Choriocarcinoma of ovary
188062008,Malignant melanoma of fore-arm
18854008,"Struma ovarii, malignant"
188244007,Malignant tumour of bladder neck
41919003,Juvenile carcinoma of the breast
286902000,Secondary carcinoma of gastrointestinal tract
285432005,Carcinoma of cervix
187991006,Malignant neoplasm of connective and soft tissue of upper limb and shoulder
448868009,Malignant neoplasm of lateral wall of oropharynx (disorder)
94360002,Secondary malignant neoplasm of kidney
235966007,Cystadenocarcinoma of pancreas
363365008,Malignant tumor of soft tissue of thorax
274087000,MM - Malignant melanoma of eye
76909002,Ewing's sarcoma
88591002,Teratoid medulloepithelioma
254435009,Carcinoma of soft palate
11073003,Mixed liposarcoma
254513004,Malignant tumour of posterior commissure
956451000000107,NA
372011009,Malignant tumor of soft tissue of upper limb (disorder)
94602001,Secondary malignant neoplasm of vertebral column
281565009,Paraspinal neuroblastoma
269581007,Malignant melanoma of lower limb
449096009,Malignant neoplasm of respiratory system (disorder)
286893002,"Carcinoma of breast - upper, inner quadrant"
363388009,Malignant tumour of soft palate
363400004,Malignant tumour of postcricoid region
813671000000107,NA
363426009,Malignant tumor of ethmoid sinus
285639008,Metastasis to kidney of unknown primary
188289008,Malignant neoplasm of hippocampus
94275007,Secondary malignant neoplasm of duodenum
254849005,Malignant epithelial tumor of ovary
254983004,Malignant tumor of spinal nerve and sheath
5052009,Merkel cell carcinoma
278046008,Sarcoma of bladder
187978005,Malignant neoplasm of phalanges of foot
254398008,Carcinoma of fraenum of upper lip
115223002,Nevus AND/OR melanoma
363373004,Malignant tumour of vermilion border of lower lip
115241005,Neuroepitheliomatous neoplasm
188017009,Malignant neoplasm of connective and soft tissues of lumbar spine
29370006,"Pheochromocytoma, malignant"
31396002,Goblet cell carcinoid
254612002,Carcinoma of endocrine pancreas
187803004,Malignant neoplasm of perinephric tissue
255191003,Localized malignant reticulohistiocytoma
109392002,Kaposi's sarcoma of multiple organs
187999008,Malignant neoplasm of connective and soft tissue of hip and lower limb
9294008,Spermatocytic seminoma
314965007,Local recurrence of malignant tumour of colon
1090141000000102,NA
285616002,UKP - Metastasis to peritoneum of unknown primary
93799003,Malignant neoplasm of fibula
50542000,Clark melanoma level 2
276804009,Squamous cell carcinoma of oesophagus
315058005,Hereditary nonpolyposis colon cancer
187666008,Malignant neoplasm of junction of hard and soft palate
187973001,Malignant neoplasm of first metatarsal bone
313248004,Malignant melanoma of chest wall
188029000,Kaposi's sarcoma of soft tissue
187906008,Malignant neoplasm of orbital bone
363357005,Malignant tumor of ill-defined site
187624007,Malignant neoplasm of overlapping lesion of lip
280959007,Malignant tumour of lacrimal drainage structure
24007003,Clear cell sarcoma of kidney
363406005,Malignant tumour of colon
94623007,Secondary malignant neoplasm of testis
40244008,"Spindle cell melanoma, type B"
61217001,Hutchinson's melanotic freckle
93763008,Malignant neoplasm of common bile duct
363447008,Malignant neoplasm of labia minora
428100006,Malignant neoplasm of thoracic cavity structure (disorder)
363474009,Malignant neoplasm of cerebral meninges
314969001,Local recurrence of malignant tumor of prostate
254437001,Squamous cell carcinoma of buccal mucosa
255123005,Metastasis to nervous system and eye
254425003,Carcinoma of lower gum
188322004,"Malignant neoplasm of peripheral nerves of head, face and neck"
363470000,Malignant neoplasm of occipital lobe
94611001,Secondary malignant neoplasm of submental lymph nodes
371973000,Malignant neoplasm of uterus (disorder)
314991008,Metastasis from malignant tumor of adrenal gland
15674004,Serous surface papillary carcinoma
254840009,Inflammatory carcinoma of breast
94603006,Secondary malignant neoplasm of spleen
21968007,"Papillary carcinoma, follicular variant"
307593001,Disseminated carcinomatosis
448233000,Malignant neoplasm of urinary organ (disorder)
82267002,"Malignant tumor, small cell type"
326072005,Carcinoma of head of pancreas
416842003,Malignant sacral teratoma (disorder)
314990009,Metastasis from malignant tumour of bone
94365007,Secondary malignant neoplasm of large intestine
363386008,Malignant tumour of buccal mucosa
363385007,Malignant tumor of floor of mouth
59583009,Embryonal sarcoma
56422000,"Synovial sarcoma, epithelioid cell"
281566005,Abdominothoracic neuroblastoma
187688008,Malignant tumour of posterior wall of oropharynx
188234005,Malignant neoplasm of seminal vesicle
254850005,Serous papillary cystadenocarcinoma ovary
188307009,Malignant tumour of cranial nerve
255107005,Seminoma of testis
363366009,Malignant tumour of soft tissue of pelvis
277156006,Malignant tumour of external ear
363456000,Malignant tumor of urachus
90725004,Serous cystadenocarcinoma
254441002,Carcinoma of upper buccal sulcus
128750008,Ectomesenchymoma
254989000,Malignant mixed tumor of lacrimal gland
188054000,Malignant melanoma of perineum
45024009,Hepatoblastoma
307608006,Ewing's sarcoma of bone
254466003,Carcinoma of sublingual gland
187792009,Malignant tumour of tail of pancreas
274085008,Tonsil carcinoma
93941005,Malignant neoplasm of paraganglion
20667008,Myosarcoma
1090311000000101,NA
187724003,Malignant tumour of abdominal part of oesophagus
15949004,"Thymoma, malignant"
32456001,Desmoplastic medulloblastoma
286895009,"Carcinoma of breast - upper, outer quadrant"
285617006,Metastasis to retroperitoneum of unknown primary
310498001,Malignant melanoma of back
56484001,Adenocarcinoma with cartilaginous and osseous metaplasia
448992002,Malignant epithelial neoplasm of appendix (disorder)
188069004,Malignant melanoma of thigh
51217003,Acidophil carcinoma
23444003,Mixed acidophil-basophil carcinoma
188323009,"Malignant neoplasm of peripheral nerves of upper limb, including shoulder"
1090301000000103,NA
27092008,Ameloblastic fibrosarcoma
93927001,Malignant neoplasm of occipital bone
363485006,Malignant tumour of minor salivary gland
372094002,Malignant neoplasm of axillary tail of breast (disorder)
51465000,Composite carcinoid
703545003,Encysted papillary carcinoma
253092005,Malignant Schwannoma with divergent mesenchymal and epithelial differentiation
254509006,Malignant tumour of anterior commissure
14494009,Meningeal sarcomatosis
188033007,Malignant melanoma of auricle (ear)
285645000,UKP - Disseminated malignancy of unknown primary
39896009,"Malignant melanoma, regressing"
254484001,Malignant tumor of posterior margin of nasal septum and choanae
80727009,Water-clear cell adenocarcinoma
187833006,"Malignant neoplasm of auditory tube, middle ear and mastoid air cells"
55320002,Superficial spreading melanoma
253096008,Peripheral neuroectodermal tumour
187702003,Malignant tumor of nasopharyngeal soft palate surface
187972006,Malignant neoplasm of navicular
372101000,Carcinoma of extrahepatic bile duct (disorder)
188153009,Malignant neoplasm of lower-inner quadrant of female breast
363410008,Malignant tumour of sigmoid colon
50007008,Chordoma
312104005,Cholangiocarcinoma of biliary tract
255083005,Malignant tumor of anus and anal canal
372141009,Carcinoma of vocal cord (disorder)
254838004,CA - Carcinoma of breast
449627008,Malignant neoplasm of long bone of lower limb (disorder)
188290004,Malignant neoplasm of uncus
254559002,Carcinoma of pyloric antrum
2092003,Malignant melanoma
94283001,Secondary malignant neoplasm of epididymis
1090941000000104,NA
314968009,Local recurrence of malignant tumour of urinary bladder
307219002,Retroperitoneal sarcoma
187644001,Malignant tumour of junctional zone of tongue
62064005,"Mesothelioma, malignant"
915007,Malignant melanoma in junctional nevus
188193007,Malignant neoplasm of myometrium of corpus uteri
363421004,Malignant neoplasm of omentum
276419004,Malignant tumour of corpus spongiosum
363458004,Malignant tumor of ureter
315000005,Metastasis from malignant tumor of liver
285634003,UKP - Metastasis to breast of unknown primary
884601000000103,NA
128916007,Ultimobranchial thyroid tumour
187798008,Malignant neoplasm of ectopic pancreatic tissue
93759001,Malignant neoplasm of coccygeal body
187738005,Malignant neoplasm of pyloric canal of stomach
109837002,Overlapping malignant neoplasm of small intestine
363411007,Malignant tumor of appendix
9618003,Epithelial-myoepithelial carcinoma
55045006,Neuroepithelioma
94612008,Secondary malignant neoplasm of superficial inguinal lymph nodes
187925006,Malignant neoplasm of costal cartilage
94357009,Secondary malignant neoplasm of jejunum
94297009,Secondary malignant neoplasm of female breast
370967009,Retinoblastoma (disorder)
255069008,"Carcinoma of lip, oral cavity and pharynx"
187734007,Malignant neoplasm of cardio-esophageal junction of stomach
94513006,Secondary malignant neoplasm of rectum
285607001,UKP - Metastasis to mediastinum of unknown primary
1090171000000108,NA
372156000,Malignant melanoma - category (morphologic abnormality)
67830002,Teratocarcinoma
37206003,"Synovial sarcoma, spindle cell"
13875003,Glomangiosarcoma
363489000,Malignant tumour of neck
188253000,Malignant tumour of pelviureteric junction
72907003,"Seminoma, anaplastic"
286890004,Carcinoma of lower limb bones
254918001,Sarcoma of kidney
187786003,Malignant neoplasm of sphincter of Oddi
109848009,Overlapping malignant neoplasm of pancreas
19906005,Retinoblastoma
30546008,Clear cell adenocarcinoma
363397008,Malignant tumor of roof of nasopharynx
254863004,Granulosa cell tumour of ovary
314994000,Metastasis from malignant tumour of prostate
73348003,Oligodendroglioma
363504005,Malignant tumour of lower limb
254730000,Superficial spreading malignant melanoma of skin
187777008,Malignant neoplasm of intrahepatic gall duct
187929000,Malignant neoplasm of scapula and long bones of upper arm
55937004,Neuroendocrine carcinoma
109830000,Overlapping malignant neoplasm of floor of mouth
93817006,Malignant neoplasm of great vessels
187793004,Malignant tumor of pancreatic duct
254877001,Uterine sarcoma
24604009,Medullomyoblastoma
255128001,Malignant infiltration of peripheral nerve
363500001,Multiple malignancy
363465007,Malignant tumour of retina
187920001,"Malignant neoplasm of ribs, sternum and clavicle"
254570009,Carcinoma of duodenum
177281002,Excision of melanoma
285614004,UKP - Metastasis to pancreas of unknown primary
94455000,Secondary malignant neoplasm of ovary
721567004,Primary malignant neoplasm of placenta (disorder)
94515004,Secondary malignant neoplasm of respiratory tract
109844006,Angiosarcoma of liver
35232005,Infiltrating duct and lobular carcinoma
30713000,Hypernephroid tumor
254996003,Malignant fibrous histiocytoma of orbit
276826005,Malignant glioma of brain
188293002,Malignant neoplasm of floor of cerebral ventricle
77659000,Paraneoplastic neuropathy
187740000,Malignant tumor of pyloric antrum
312949007,Retinal pigment epithelial adenocarcinoma
304545002,Adenocarcinoma of ileum
187653008,Malignant neoplasm of lateral portion of floor of mouth
94181007,Secondary malignant neoplasm of axillary lymph nodes
363412000,Malignant tumour of ascending colon
449254004,Malignant epithelial neoplasm of pharynx (disorder)
363507003,Malignant tumor of pharynx
254734009,Malignant melanoma arising in congenital nevus
276962007,Squamous cell carcinoma of palate
449420002,Malignant neoplasm of cerebellum (disorder)
93924008,Malignant neoplasm of nipple of female breast
188183000,Malignant neoplasm of cervical stump
254390001,Carcinoma of lipstick area of lower lip
188184006,Malignant neoplasm of squamocolumnar junction of cervix
363430007,Malignant tumor of subglottis
188230001,Malignant tumour of shaft of penis
9903002,"Paraganglioma, malignant"
94409002,Secondary malignant neoplasm of mediastinum
189826001,Malignant cystosarcoma phyllodes
255112006,Malignant tumour of pituitary and hypothalamus
94416001,Secondary malignant neoplasm of mouth
314961003,Local recurrence of malignant tumour of stomach
188319001,Malignant neoplasm of spinal pia mater
255074000,Malignant tumour of nasal cavity and nasopharynx
93757004,Malignant neoplasm of clavicle
187992004,Malignant neoplasm of connective and soft tissue of shoulder
188021002,Malignant neoplasm of connective and soft tissue of inguinal region
314963000,Local recurrence of malignant tumour of liver
187760008,"Malignant neoplasm of rectum, rectosigmoid junction and anus"
56565002,Mesenchymal chondrosarcoma
363477002,Malignant neoplasm of cauda equina
363416002,Malignant tumour of extrahepatic bile duct
254567005,Carcinoma of greater curve of stomach
94260004,Secondary malignant neoplasm of colon
254393004,Carcinoma of frenum of lip
372063002,Malignant neoplasm of nervous system (disorder)
254478004,Malignant tumor of inferior turbinate
86049000,"Neoplasm, malignant"
189923008,Monstrocellular sarcoma
255109008,Transitional cell carcinoma of bladder
93995000,Malignant neoplasm of sacrococcygeal region
187943005,Malignant neoplasm of carpal bone - capitate
87364003,Neuroblastoma
188263008,Malignant neoplasm of ciliary body
363434003,Malignant tumor of thymus
255114007,Kaposi's sarcoma of conjunctiva
66515009,"Glucagonoma, malignant"
277993001,Olfactory neuroendocrine carcinoma
254586002,Malignant tumour of anorectal junction
31186001,Chondroma
255072001,Cancer of salivary gland
1090911000000100,NA
363389001,Malignant tumor of uvula
187947006,Malignant neoplasm of third metacarpal bone
188063003,Malignant melanoma of hand
285637005,Metastasis to ovary of unknown primary
94491007,Secondary malignant neoplasm of pituitary gland
187970003,Malignant neoplasm of lateral cuneiform
12302002,Small cell osteosarcoma
254445006,Carcinoma of lower buccal sulcus
712525007,Malignant neoplasm of short bone of lower limb
439740005,Postoperative follow-up visit (procedure)
112679004,Pseudomyxoma peritonei
363419009,Malignant tumor of head of pancreas
94335002,Secondary malignant neoplasm of ileum
187842004,Malignant tumour of supraglottis
188072006,Malignant melanoma of lower leg
254526000,Malignant tumor of laryngeal ventricle
363368005,Carcinoma of body of pancreas
187767006,Malignant neoplasm of liver and intrahepatic bile ducts
187939006,Malignant neoplasm of carpal bone - triquetrum
94393006,Secondary malignant neoplasm of lymph nodes of face
83217000,Medulloblastoma
187811009,Malignant neoplasm of mesorectum
93806005,Malignant neoplasm of frontal bone
314970000,Local recurrence of malignant tumour of cervix
32913002,Medullary carcinoma
26211003,Juxtacortical chondrosarcoma
109367000,Overlapping malignant neoplasm of nasopharynx
188308004,Malignant neoplasm of olfactory bulb
187652003,Malignant tumour of anterior floor of mouth
269580008,Malignant melanoma of upper limb
188176007,Malignant neoplasm of endocervical canal
188235006,Malignant tumor of tunica vaginalis
187692001,Malignant tumor of epipharynx
363449006,Malignant tumour of testis
188285002,Malignant neoplasm of globus pallidus
1090931000000108,NA
68358000,Adenocarcinoma with spindle cell metaplasia
13238004,"Granular cell tumor, malignant"
48952003,Astroblastoma
363387004,Malignant tumor of hard palate
188050009,Malignant melanoma of breast
187835004,Malignant tumour of tympanic cavity
77870005,"Leydig cell tumor, malignant"
93925009,Malignant neoplasm of nipple of male breast
363402007,Malignant tumour of oesophagus
1090161000000101,NA
1090221000000100,NA
363488008,Malignant tumor of false cord
255129009,Malignant infiltration of peripheral nerve plexus
94350006,Secondary malignant neoplasm of intrapelvic lymph nodes
6219000,"Neoplasm, malignant, uncertain whether primary or metastatic"
94609005,Secondary malignant neoplasm of submandibular lymph nodes
74409009,Endodermal sinus tumor
307226002,Metastatic adenocarcinoma of unknown origin
187903000,Malignant neoplasm of malar bone
88252006,"Choroid plexus papilloma, malignant"
93888008,Malignant neoplasm of maxilla
187927003,Malignant neoplasm of xiphoid process
76312009,Chondroblastic osteosarcoma
363364007,Malignant tumour of soft tissue of hip
188019007,Malignant neoplasm of connective and soft tissue of pelvis
187637005,"Malignant neoplasm of tongue, tip and lateral border"
275396004,Carcinoma of anterior two-thirds of tongue - dorsal surface
187987001,Malignant neoplasm of cartilage of ear
128918008,Juxtacortical osteosarcoma
363408006,Malignant tumour of transverse colon
