SNOMEDCTCodes,Description
202831001,Fatigue fracture of vertebra (disorder)
11311601000119109,Osteoporotic fracture of vertebra (disorder)
203452006,Osteoporotic fracture of cervical vertebra (disorder)
11311521000119104,Secondary osteoporotic fracture of cervical vertebra (disorder)
203450003,Osteoporotic fracture of lumbar vertebra (disorder)
11311441000119109,Secondary osteoporotic fracture of lumbar vertebra (disorder)
11311641000119106,Osteoporotic fracture of sacral vertebra (disorder)
11311841000119107,Secondary osteoporotic fracture of sacral vertebra (disorder)
203451004,Osteoporotic fracture of thoracic vertebra (disorder)
11311801000119105,Secondary osteoporotic fracture of vertebra (disorder)
11312121000119103,Stress fracture of cervical vertebra (disorder)
11312201000119103,Stress fracture of lumbar vertebra (disorder)
441881007,Stress fracture of sacrum (disorder)
31580001000004106,Bilateral sacral insufficiency fracture (disorder)
11312161000119108,Stress fracture of thoracic vertebra (disorder)
263068000,Fracture dislocation of spine (disorder)
263069008,Fracture dislocation of cervical spine (disorder)
263070009,Hangman's fracture (disorder)
281908000,Fracture dislocation of cervicothoracic junction (disorder)
263072001,Fracture dislocation of lumbar spine (disorder)
281909008,Fracture dislocation of lumbosacral junction (disorder)
263071008,Fracture dislocation of thoracic spine (disorder)
281907005,Fracture dislocation of thoracolumbar junction (disorder)
445734009,Fracture of body of vertebra (disorder)
281910003,Fracture of odontoid peg (disorder)
207923000,"Open fracture axis, odontoid process (disorder)"
721344000,Type I fracture of odontoid process of axis (disorder)
721345004,Type II fracture of odontoid process of axis (disorder)
721346003,Type III fracture of odontoid process of axis (disorder)
281911004,Teardrop fracture of cervical vertebra (disorder)
281931000,Teardrop fracture of lumbar vertebra (disorder)
281921007,Teardrop fracture of thoracic vertebra (disorder)
125606003,Fracture of cervical spine (disorder)
274156000,Fracture of cervical spine with cord lesion (disorder)
125609005,Open fracture of cervical region with spinal cord injury (disorder)
76435008,Open fracture of C1-C4 level with spinal cord injury (disorder)
10310006,Open fracture of C1-C4 level with incomplete spinal cord lesion (disorder)
21978005,Anterior cord syndrome co-occurrent and due to open fracture of C1-C4 level (disorder)
61386002,Open fracture of C1-C4 level with central cord syndrome (disorder)
33147008,Open fracture of C1-C4 level with posterior cord syndrome (disorder)
208017005,"Open spinal fracture with posterior cervical cord lesion, C1-4 (disorder)"
208014003,"Open spinal fracture with complete cervical cord lesion, C1-4 (disorder)"
80980003,Open fracture of C5-C7 level with spinal cord injury (disorder)
20377001,Open fracture of C5-C7 level with incomplete spinal cord lesion (disorder)
43405004,Anterior cord syndrome co-occurrent and due to open fracture of C5-C7 level (disorder)
74360009,Open fracture of C5-C7 level with central cord syndrome (disorder)
66020004,Open fracture of C5-C7 level with posterior cord syndrome (disorder)
208022005,"Open spinal fracture with central cervical cord lesion, C5-7 (disorder)"
208023000,"Open spinal fracture with posterior cervical cord lesion, C5-7 (disorder)"
208020002,"Open spinal fracture with complete cervical cord lesion, C5-7 (disorder)"
46995009,Closed fracture of C5-C7 level with spinal cord injury (disorder)
66158003,Closed fracture of C5-C7 level with incomplete spinal cord lesion (disorder)
31235003,Anterior cord syndrome co-occurrent and due to closed fracture of C5-C7 level (disorder)
78157002,Closed fracture of C5-C7 level with central cord syndrome (disorder)
35403005,Closed fracture of C5-C7 level with posterior cord syndrome (disorder)
208007000,"Closed spinal fracture with anterior cervical cord lesion, C5-7 (disorder)"
208006009,"Closed spinal fracture with complete cervical cord lesion, C5-7 (disorder)"
208009002,"Closed spinal fracture with posterior cervical cord lesion, C5-7 (disorder)"
721349005,Fracture of fifth cervical vertebra (disorder)
29120001000004103,Fracture of pedicle of fifth cervical vertebra (disorder)
269075008,Open fracture of fifth cervical vertebra (disorder)
207983003,Fracture of first cervical vertebra (disorder)
721343006,Fracture of lateral mass of first cervical vertebra (disorder)
721342001,Fracture of posterior arch of first cervical vertebra (disorder)
269071004,Open fracture atlas (disorder)
207922005,"Open fracture atlas, comminuted (disorder)"
207921003,"Open fracture atlas, isolated arch or articular process (disorder)"
721348002,Fracture of fourth cervical vertebra (disorder)
29110001000004106,Fracture of pedicle of fourth cervical vertebra (disorder)
269074007,Open fracture of fourth cervical vertebra (disorder)
281917000,Fracture of lamina of cervical vertebra (disorder)
207884008,Fracture of neck and trunk (disorder)
281915008,Fracture of pedicle of cervical vertebra (disorder)
207984009,Fracture of second cervical vertebra (disorder)
207925007,"Open fracture axis, spinous process (disorder)"
207926008,"Open fracture axis, transverse process (disorder)"
207927004,"Open fracture axis, posterior arch (disorder)"
207924006,"Open fracture axis, spondylolysis (disorder)"
721351009,Fracture of seventh cervical vertebra (disorder)
269077000,Open fracture of seventh cervical vertebra (disorder)
721350005,Fracture of sixth cervical vertebra (disorder)
269076009,Open fracture of sixth cervical vertebra (disorder)
281918005,Fracture of spinous process of cervical vertebra (disorder)
207932003,"Open fracture cervical vertebra, spinous process (disorder)"
721347007,Fracture of third cervical vertebra (disorder)
269073001,Open fracture of third cervical vertebra (disorder)
281916009,Fracture of transverse process of cervical vertebra (disorder)
207933008,"Open fracture cervical vertebra, transverse process (disorder)"
207985005,Multiple fractures of cervical spine (disorder)
269070003,Open fracture of cervical spine (disorder)
207936000,Multiple open fractures of cervical vertebrae (disorder)
207934002,"Open fracture cervical vertebra, posterior arch (disorder)"
207931005,"Open fracture cervical vertebra, spondylolysis (disorder)"
311848001,Open fractures involving head with neck (disorder)
308145001,Pathological fracture of cervical vertebra (disorder)
11311561000119109,Pathologic fracture of cervical vertebra at site of neoplasm (disorder)
11312081000119100,Stress fracture of occipito atlanto axial vertebra (disorder)
281919002,Two column fracture of cervical vertebra (disorder)
125871005,Fracture of coccyx (disorder)
767262002,Open fracture of coccyx (disorder)
125608002,Fracture of lumbar spine (disorder)
721498000,Fracture of fifth lumbar vertebra (disorder)
11312041000119105,Open fracture of fifth lumbar vertebra (disorder)
721494003,Fracture of first lumbar vertebra (disorder)
11311881000119102,Open fracture of first lumbar vertebra (disorder)
281940001,Two column fracture of lumbar vertebra (disorder)
721497005,Fracture of fourth lumbar vertebra (disorder)
11312001000119108,Open fracture of fourth lumbar vertebra (disorder)
281937001,Fracture of lamina of lumbar vertebra (disorder)
274158004,Fracture of lumbar spine with cord lesion (disorder)
48956000,Open fracture of lumbar vertebra with spinal cord injury (disorder)
448788000,Open fracture of lumbar spine with incomplete lesion of lumbar spinal cord (disorder)
208065006,Open spinal fracture with central lumbar cord lesion (disorder)
208066007,Open spinal fracture with posterior lumbar cord lesion (disorder)
208063004,Open spinal fracture with complete lumbar cord lesion (disorder)
281935009,Fracture of pedicle of lumbar vertebra (disorder)
721495002,Fracture of second lumbar vertebra (disorder)
11311921000119109,Open fracture of second lumbar vertebra (disorder)
281938006,Fracture of spinous process of lumbar vertebra (disorder)
207969000,"Open fracture lumbar vertebra, spinous process (disorder)"
721496001,Fracture of third lumbar vertebra (disorder)
11311961000119104,Open fracture of third lumbar vertebra (disorder)
281936005,Fracture of transverse process of lumbar vertebra (disorder)
207970004,"Open fracture lumbar vertebra, transverse process (disorder)"
213350006,Fractures involving thorax with lower back and pelvis (disorder)
213361003,Fractures involving thorax with lower back and pelvis with limb(s) (disorder)
311864009,Open fracture involving thorax wth lower back and pelvis and limbs (disorder)
207965006,Open fracture lumbar vertebra (disorder)
207971000,"Open fracture lumbar vertebra, posterior arch (disorder)"
207968008,"Open fracture lumbar vertebra, spondylolysis (disorder)"
270508006,Pathological fracture of lumbar vertebra (disorder)
11311481000119104,Pathologic fracture of lumbar vertebra at site of neoplasm (disorder)
335771000000106,Stress fracture of pars interarticularis (disorder)
430962009,Pseudoarthrosis of spine (disorder)
274146004,Pathological fracture of vertebra (disorder)
11311681000119101,Pathologic fracture of vertebra at site of neoplasm (disorder)
866087009,Pathologic fracture of vertebra at site of metastatic neoplasm (disorder)
11311721000119107,Pathologic fracture of sacral vertebra at site of neoplasm (disorder)
11311401000119107,Pathological fracture of thoracic vertebra due to neoplastic disease (disorder)
270507001,Pathological fracture of thoracic vertebra (disorder)
11311761000119102,Pathological fracture of sacral vertebra (disorder)
15724005,Fracture of vertebral column without spinal cord injury (disorder)
82419009,Open fracture of vertebral column (disorder)
208067003,Cauda equina lesion co-occurrent and due to open spinal fracture (disorder)
123535000,Cauda equina injury co-occurrent and due to open fracture of sacrum AND/OR coccyx (disorder)
111633007,Open fracture of sacrum AND/OR coccyx with complete cauda equina lesion (disorder)
208078006,Complete cauda equina lesion co-occurrent and due to open fracture of sacrum (disorder)
10575009,Open fracture of vertebral column with spinal cord injury (disorder)
208064005,Open spinal fracture with anterior lumbar cord lesion (disorder)
78211006,Open fracture of thoracic spine with spinal cord injury (disorder)
16695002,Open fracture of T1-T6 level with spinal cord injury (disorder)
49497005,Anterior cord syndrome co-occurrent and due to open fracture of T1-T6 level (disorder)
63819001,Open fracture of T1-T6 level with central cord syndrome (disorder)
85262003,Open fracture of T1-T6 level with posterior cord syndrome (disorder)
208043006,"Open spinal fracture with anterior thoracic cord lesion, T1-6 (disorder)"
208042001,"Open spinal fracture with complete thoracic cord lesion, T1-6 (disorder)"
208045004,"Open spinal fracture with posterior thoracic cord lesion, T1-6 (disorder)"
3446000,Open fracture of T7-T12 level with spinal cord injury (disorder)
78085003,Open fracture of T7-T12 level with incomplete spinal cord lesion (disorder)
27937002,Anterior cord syndrome co-occurrent and due to open fracture of T7-T12 level (disorder)
88405003,Open fracture of T7-T12 level with central cord syndrome (disorder)
51258005,Open fracture of T7-T12 level with posterior cord syndrome (disorder)
208048002,"Open spinal fracture with complete thoracic cord lesion, T7-12 (disorder)"
208051009,"Open spinal fracture with posterior thoracic cord lesion, T7-12 (disorder)"
207977001,Open fracture sacrum (disorder)
207949005,Open fracture thoracic vertebra (disorder)
11311041000119104,Open fracture of first thoracic vertebra (disorder)
11311161000119101,Open fracture of fourth thoracic vertebra (disorder)
11311081000119109,Open fracture of second thoracic vertebra (disorder)
11311121000119106,Open fracture of third thoracic vertebra (disorder)
207955000,"Open fracture thoracic vertebra, posterior arch (disorder)"
207952002,"Open fracture thoracic vertebra, spondylolysis (disorder)"
207953007,"Open fracture thoracic vertebra, spinous process (disorder)"
207954001,"Open fracture thoracic vertebra, transverse process (disorder)"
311815001,Open multiple fracture of thoracic spine (disorder)
1734006,Fracture of vertebral column with spinal cord injury (disorder)
83635002,Fracture of transverse process of vertebra (disorder)
64728002,Fracture of spine due to birth trauma (disorder)
721425006,Fracture of eleventh thoracic vertebra (disorder)
721422009,Fracture of eighth thoracic vertebra (disorder)
721423004,Fracture of ninth thoracic vertebra (disorder)
29580001000004102,Fracture of seventh thoracic vertebra (disorder)
721420001,Fracture of sixth thoracic vertebra (disorder)
281927006,Fracture of lamina of thoracic vertebra (disorder)
721424005,Fracture of tenth thoracic vertebra (disorder)
721417009,Fracture of third thoracic vertebra (disorder)
721426007,Fracture of twelfth thoracic vertebra (disorder)
208215006,Multiple fractures of thoracic spine (disorder)
281925003,Fracture of pedicle of thoracic vertebra (disorder)
125872003,Fracture of sacrum (disorder)
230411000000106,Vertebroplasty of fracture of spine (procedure)
275093002,Internal fixation of fracture of spine (procedure)
178686002,Halo skull traction for fracture of spine (procedure)
178675004,Complex decompression of fracture of spine (procedure)
14441000,Reduction of fracture of spine (procedure)
129239000,Closed reduction of fracture of vertebra (procedure)
129241004,Closed reduction of fracture of spinous process of vertebra (procedure)
129242006,Closed reduction of fracture of transverse process of vertebra (procedure)
129240003,Closed reduction of fracture of vertebral body (procedure)
311488002,Primary closed reduction of spinal fracture (procedure)
178701004,Primary closed reduction cervical spine fracture and collar stabilization (procedure)
178702006,Primary closed reduction spinal fracture and bedrest stabilization (procedure)
178704007,Primary closed reduction spinal fracture and cast stabilization (procedure)
178705008,Primary closed reduction spinal fracture and external fixation (procedure)
178703001,Primary closed reduction spinal fracture and skull traction stabilization (procedure)
178708005,Revision to closed reduction of cervical spine fracture and collar stabilization (procedure)
178709002,Revision to closed reduction spinal fracture and bedrest stabilization (procedure)
178711006,Revision to closed reduction spinal fracture and cast stabilization (procedure)
178712004,Revision to closed reduction spinal fracture and external fixation (procedure)
178710007,Revision to closed reduction spinal fracture and skull traction stabilization (procedure)
19688005,Open reduction of spinal fracture (procedure)
91600005,Open reduction of closed coccygeal fracture (procedure)
35396008,Open reduction of closed sacral fracture (procedure)
609246008,Open reduction of fracture of bone of spine with internal fixation (procedure)
178739007,Primary open reduction spinal fracture and internal fixation with internal fixator (procedure)
178733008,Primary open reduction spinal fracture and internal fixation with plate (procedure)
178737009,Primary open reduction spinal fracture and internal fixation with rod system (procedure)
178736000,Primary open reduction spinal fracture and internal fixation with wire (procedure)
178738004,Primary open reduction spinal fracture and internal fixation with segmental wire system (procedure)
178745004,Revision to open reduction spinal fracture and internal fixation with internal fixator (procedure)
178742001,Revision to open reduction spinal fracture and internal fixation with plate (procedure)
178743006,Revision to open reduction spinal fracture and internal fixation with rod system (procedure)
178744000,Revision to open reduction spinal fracture and internal fixation with segmental wire system (procedure)
178741008,Revision to open reduction spinal fracture and internal fixation with wire (procedure)
178682000,Open reduction of fracture of spine and excision of facet of spine (procedure)
38690008,Open reduction of open coccygeal fracture (procedure)
1830008,Open reduction of open sacral fracture (procedure)
311490001,Primary open reduction of spinal fracture (procedure)
64306000,Fracture of spinous process of vertebra (disorder)
281928001,Fracture of spinous process of thoracic vertebra (disorder)
9966008,Fracture of neural arch (disorder)
207905008,"Closed fracture cervical vertebra, spondylolysis (disorder)"
274157009,Fracture of thoracic spine with cord lesion (disorder)
721418004,Fracture of fourth thoracic vertebra (disorder)
760471000000101,Removal of fracture fixation device from spine (procedure)
431198007,Kyphoplasty of fracture of lumbar spine using fluoroscopic guidance (procedure)
431995006,Kyphoplasty of fracture of spine using fluoroscopic guidance (procedure)
431338000,Kyphoplasty of fracture of cervical spine using fluoroscopic guidance (procedure)
431741007,Kyphoplasty of fracture of thoracic spine using fluoroscopic guidance (procedure)
178689009,Primary collar stabilization of cervical spine fracture (procedure)
178715002,Primary open reduction of cervical spine fracture and collar stabilization (procedure)
178716001,Primary open reduction spinal fracture and bedrest stabilization (procedure)
178718000,Primary open reduction spinal fracture and cast stabilization (procedure)
178719008,Primary open reduction spinal fracture and external fixation (procedure)
178717005,Primary open reduction spinal fracture and skull traction stabilization (procedure)
311491002,Revision open reduction of spinal fracture (procedure)
178722005,Revision to open reduction of cervical spine fracture and collar stabilization (procedure)
178723000,Revision to open reduction spinal fracture and bedrest stabilization (procedure)
178725007,Revision to open reduction spinal fracture and cast stabilization (procedure)
178726008,Revision to open reduction spinal fracture and external fixation (procedure)
178724006,Revision to open reduction spinal fracture and skull traction stabilization (procedure)
178694009,Revision to bedrest stabilization of spinal fracture (procedure)
64124008,Repair of vertebral fracture (procedure)
426243004,Balloon kyphoplasty of fracture of spine (procedure)
401226007,Vertebroplasty (procedure)
432637001,Vertebroplasty of cervical spine using computed tomography guidance (procedure)
431496002,Vertebroplasty of lumbar spine using computed tomography guidance (procedure)
432037000,Vertebroplasty of sacral spine using computed tomography guidance (procedure)
433034001,Vertebroplasty of thoracic spine using computed tomography guidance (procedure)
431911003,Vertebroplasty using fluoroscopic guidance (procedure)
431328005,Percutaneous cervical vertebroplasty using fluoroscopic guidance (procedure)
431555002,Percutaneous lumbar vertebroplasty using fluoroscopic guidance (procedure)
431206007,Percutaneous sacral vertebroplasty using fluoroscopic guidance (procedure)
433220005,Percutaneous thoracic vertebroplasty using fluoroscopic guidance (procedure)
432903006,Kyphoplasty of fracture of thoracic spine using computed tomography guidance (procedure)
431668004,Kyphoplasty of fracture of cervical spine using computed tomography guidance (procedure)
178734002,Fixation of fracture of spine using Harrington rod (procedure)
431613003,Kyphoplasty of fracture of lumbar spine using computed tomography guidance (procedure)
178674000,Decompression of fracture of spine (procedure)
178676003,Anterior decompression of fracture of spine (procedure)
